date,open,high,low,close,volume,amount
2022-01-04,1832.06,1846.01,1791.06,1828.29,33843,6913653248.0
2022-01-05,1822.06,1842.06,1795.06,1801.06,28396,5774992128.0
2022-01-06,1799.07,1813.06,1715.57,1759.28,51795,10226933760.0
2022-01-07,1752.06,1765.94,1716.38,1719.06,29817,5831695360.0
2022-01-10,1705.07,1754.06,1694.61,1743.06,29627,5792738048.0
2022-01-11,1725.06,1742.06,1708.23,1717.61,22277,4332180736.0
2022-01-12,1725.06,1755.86,1725.06,1744.06,27474,5384359680.0
2022-01-13,1741.88,1745.05,1642.62,1654.45,56747,10781720576.0
2022-01-14,1654.45,1670.06,1640.06,1644.06,29322,5506185984.0
2022-01-17,1645.06,1655.36,1612.4,1638.67,27354,5074077696.0
2022-01-18,1638.74,1685.91,1629.06,1669.33,31216,5906705920.0
2022-01-19,1696.06,1696.06,1665.94,1689.06,26371,5026993408.0
2022-01-20,1693.06,1757.05,1693.06,1746.58,34014,6665294848.0
2022-01-21,1737.06,1770.55,1728.07,1762.05,30813,6091427584.0
2022-01-24,1732.06,1761.06,1708.5,1727.26,23986,4685441792.0
2022-01-25,1720.06,1743.06,1708.06,1720.06,25510,4971078400.0
2022-01-26,1719.1,1746.06,1696.06,1732.06,23905,4655706624.0
2022-01-27,1778.07,1787.88,1729.06,1742.06,42665,8450329088.0
2022-01-28,1732.06,1745.06,1657.07,1664.06,41020,7889492992.0
2022-02-07,1678.05,1690.62,1627.06,1645.02,35150,6601799680.0
2022-02-08,1645.94,1649.93,1567.06,1616.06,41713,7585130496.0
2022-02-09,1616.15,1685.06,1604.03,1673.04,33885,6346699776.0
2022-02-10,1677.06,1682.96,1634.45,1650.06,23032,4315456768.0
2022-02-11,1634.06,1677.85,1618.06,1627.03,33746,6296909568.0
2022-02-14,1617.06,1654.06,1614.37,1645.73,20196,3762313344.0
2022-02-15,1645.86,1688.06,1636.06,1667.68,27106,5131842048.0
2022-02-16,1677.06,1684.06,1665.06,1669.61,14587,2769034320.0
2022-02-17,1677.67,1688.54,1658.06,1664.05,18214,3450265040.0
2022-02-18,1654.69,1685.04,1642.72,1684.06,19385,3670339744.0
2022-02-21,1677.06,1683.96,1646.01,1654.05,20816,3920377360.0
2022-02-22,1637.07,1638.06,1577.08,1584.93,52299,9473992704.0
2022-02-23,1588.47,1611.06,1577.14,1604.07,28112,5118197760.0
2022-02-24,1585.06,1591.05,1525.16,1541.17,65359,11578557184.0
2022-02-25,1552.06,1585.34,1552.06,1576.12,38979,6999524096.0
2022-02-28,1564.12,1574.06,1544.06,1567.46,28923,5158148352.0
2022-03-01,1579.06,1640.63,1579.06,1635.54,47379,8721229312.0
2022-03-02,1617.06,1628.05,1602.06,1621.94,20074,3690612336.0
2022-03-03,1622.86,1627.31,1571.06,1577.06,31547,5703580672.0
2022-03-04,1549.06,1569.95,1532.16,1557.56,31047,5509157632.0
2022-03-07,1537.26,1545.06,1480.86,1484.06,49156,8487507456.0
2022-03-08,1537.04,1563.72,1509.06,1530.26,57215,10087484416.0
2022-03-09,1541.16,1582.06,1498.17,1556.24,56434,10018589952.0
2022-03-10,1585.06,1598.06,1568.06,1571.49,36462,6587438848.0
2022-03-11,1543.06,1554.06,1495.14,1546.07,47727,8335618304.0
2022-03-14,1507.06,1527.06,1477.06,1477.06,49007,8416841984.0
2022-03-15,1427.06,1462.06,1380.06,1380.06,89056,14567142656.0
2022-03-16,1411.06,1460.96,1370.06,1452.01,77593,12753010176.0
2022-03-17,1497.06,1532.06,1488.72,1497.21,68352,11843531776.0
2022-03-18,1495.06,1522.06,1469.34,1484.85,38349,6564085504.0
2022-03-21,1501.06,1502.71,1472.07,1481.36,27877,4763083264.0
2022-03-22,1500.94,1500.94,1463.39,1472.06,21054,3578291200.0
2022-03-23,1482.06,1547.06,1474.06,1529.25,58067,10096341504.0
2022-03-24,1515.06,1517.06,1494.41,1497.99,25815,4457504512.0
2022-03-25,1489.06,1511.06,1462.06,1467.06,29709,5054831360.0
2022-03-28,1402.06,1441.86,1381.06,1437.86,57542,9392007936.0
2022-03-29,1438.56,1468.56,1438.56,1444.06,25935,4343365376.0
2022-03-30,1475.06,1507.16,1472.06,1507.16,42433,7276379136.0
2022-03-31,1497.06,1515.66,1485.86,1496.06,25174,4338022912.0
2022-04-01,1507.0,1570.06,1498.75,1557.07,44862,7936957184.0
2022-04-06,1530.06,1565.79,1530.06,1542.06,27820,4910792448.0
2022-04-07,1535.06,1562.06,1527.16,1542.06,20196,3568182336.0
2022-04-08,1545.06,1565.76,1543.6,1561.06,22941,4081618544.0
2022-04-11,1547.06,1547.06,1483.09,1497.06,43864,7568782592.0
2022-04-12,1506.06,1565.03,1485.06,1559.06,41630,7284546304.0
2022-04-13,1544.06,1572.06,1528.14,1546.06,31148,5534915840.0
2022-04-14,1565.06,1612.96,1557.26,1586.06,37650,6834657280.0
2022-04-15,1579.26,1595.06,1572.95,1583.05,21041,3800797632.0
2022-04-18,1558.19,1575.06,1545.06,1567.88,19793,3525102976.0
2022-04-19,1577.06,1610.05,1552.56,1567.36,24205,4359852032.0
2022-04-20,1578.75,1597.06,1545.74,1574.06,24156,4342043392.0
2022-04-21,1567.26,1583.06,1547.06,1557.04,28953,5160787968.0
2022-04-22,1540.06,1564.94,1537.24,1550.06,27900,4955360768.0
2022-04-25,1527.06,1553.56,1479.06,1485.06,53658,9352986880.0
2022-04-26,1480.39,1526.04,1477.06,1509.54,44564,7692845312.0
2022-04-27,1544.18,1587.06,1544.18,1571.98,57402,10289893120.0
2022-04-28,1570.06,1622.06,1563.56,1612.06,44010,8038681856.0
2022-04-29,1613.06,1626.06,1588.04,1605.44,34885,6384066560.0
2022-05-05,1607.06,1647.06,1606.04,1614.06,33661,6235017472.0
2022-05-06,1592.05,1596.06,1558.06,1570.06,28596,5138176768.0
2022-05-09,1557.06,1557.06,1515.06,1529.06,30352,5324616192.0
2022-05-10,1497.06,1562.02,1482.07,1543.25,40119,7018451200.0
2022-05-11,1532.06,1565.54,1529.06,1545.06,30313,5372950016.0
2022-05-12,1530.06,1555.06,1527.06,1539.73,22038,3888480080.0
2022-05-13,1557.06,1575.0,1543.06,1555.3,20731,3690141232.0
2022-05-16,1574.06,1574.06,1519.73,1535.06,27765,4881208576.0
2022-05-17,1546.94,1552.06,1532.06,1545.06,20145,3557048800.0
2022-05-18,1550.72,1550.98,1520.08,1538.06,24850,4362487040.0
2022-05-19,1522.06,1534.06,1516.06,1533.06,19776,3459059184.0
2022-05-20,1537.05,1578.21,1529.06,1577.07,41950,7493460224.0
2022-05-23,1577.06,1580.95,1549.06,1558.06,22157,3950856592.0
2022-05-24,1563.06,1564.06,1532.56,1537.06,27342,4824599808.0
2022-05-25,1542.33,1549.06,1524.06,1532.57,22389,3929477104.0
2022-05-26,1538.06,1538.06,1507.06,1519.86,28053,4888109312.0
2022-05-27,1537.05,1557.06,1530.07,1532.22,25120,4436904960.0
2022-05-30,1543.06,1567.61,1543.06,1555.47,34466,6135631360.0
2022-05-31,1551.83,1591.96,1544.04,1581.09,40751,7329201152.0
2022-06-01,1579.06,1591.84,1556.06,1565.31,21760,3897858992.0
2022-06-02,1565.03,1572.86,1557.06,1563.06,16915,3019718032.0
2022-06-06,1567.06,1572.06,1535.06,1565.06,36741,6535329280.0
2022-06-07,1561.2,1602.06,1547.37,1594.96,35049,6356030976.0
2022-06-08,1602.06,1659.06,1602.06,1642.66,44354,8236953856.0
2022-06-09,1649.06,1665.41,1626.06,1630.06,26329,4897066752.0
2022-06-10,1622.07,1684.06,1612.06,1677.66,47345,8882462720.0
2022-06-13,1667.06,1669.06,1625.14,1633.06,36755,6847248896.0
2022-06-14,1611.06,1652.48,1609.06,1648.06,29416,5467949312.0
2022-06-15,1647.06,1682.06,1640.05,1652.16,33664,6354868992.0
2022-06-16,1671.65,1684.69,1652.39,1654.06,26887,5087605504.0
2022-06-17,1655.15,1729.06,1655.15,1728.06,50542,9749530880.0
2022-06-20,1727.06,1747.06,1707.06,1719.08,34975,6802792448.0
2022-06-21,1726.06,1744.05,1705.06,1722.8,23717,4617805056.0
2022-06-22,1732.06,1735.06,1709.06,1713.06,19647,3813775296.0
2022-06-23,1719.76,1742.1,1717.06,1734.16,26844,5239860480.0
2022-06-24,1747.06,1797.06,1742.06,1786.07,39635,7921199872.0
2022-06-27,1797.0,1827.0,1777.36,1787.61,40115,8124449024.0
2022-06-28,1796.8,1818.06,1778.06,1813.06,25246,5112298752.0
2022-06-29,1805.06,1819.06,1788.07,1807.06,30360,6142508544.0
2022-06-30,1798.73,1875.73,1798.72,1843.73,38982,7984019456.0
2022-07-01,1853.73,1866.5,1813.94,1827.78,21596,4385555200.0
2022-07-04,1818.74,1823.02,1799.74,1816.73,25076,5042804224.0
2022-07-05,1824.01,1853.18,1808.73,1831.74,26329,5345189888.0
2022-07-06,1830.73,1837.73,1784.73,1800.73,32752,6566374912.0
2022-07-07,1803.73,1808.08,1783.74,1788.73,20932,4179088240.0
2022-07-08,1803.73,1813.62,1794.89,1797.73,15644,3134903456.0
2022-07-11,1788.93,1793.5,1749.23,1762.33,23949,4709248256.0
2022-07-12,1763.73,1771.53,1728.79,1747.14,23447,4562731381.0
2022-07-13,1743.73,1770.73,1739.4,1757.62,19854,3893406034.0
2022-07-14,1758.73,1775.53,1739.73,1751.73,20527,4014985518.0
2022-07-15,1743.84,1798.41,1743.24,1748.23,33416,6588730699.0
2022-07-18,1751.09,1757.73,1720.73,1750.39,24221,4701936868.0
2022-07-19,1743.73,1750.38,1724.73,1741.83,21956,4250852886.0
2022-07-20,1757.48,1768.73,1743.73,1748.83,18705,3659970961.0
2022-07-21,1741.83,1754.63,1733.24,1737.73,14061,2735503093.0
2022-07-22,1747.95,1760.73,1733.73,1745.73,25114,4894378605.0
2022-07-25,1748.24,1751.03,1729.73,1743.38,16912,3285451347.0
2022-07-26,1751.72,1763.7,1745.75,1748.94,20685,4041100077.0
2022-07-27,1740.73,1746.73,1715.73,1718.33,21490,4149807166.0
2022-07-28,1719.83,1736.73,1691.39,1696.73,34870,6669448409.0
2022-07-29,1693.83,1717.72,1676.83,1697.17,37032,7028415881.0
2022-08-01,1688.74,1706.73,1679.91,1689.03,21037,3988198590.0
2022-08-02,1678.73,1686.71,1656.74,1678.71,28221,5284516568.0
2022-08-03,1688.72,1702.73,1675.73,1683.73,24598,4642442196.0
2022-08-04,1688.73,1721.83,1678.86,1714.74,30357,5797110733.0
2022-08-05,1726.53,1733.73,1703.63,1722.69,20086,3857406327.0
2022-08-08,1713.88,1731.61,1706.24,1710.26,16799,3220702892.0
2022-08-09,1710.26,1717.72,1703.73,1708.73,13875,2651800008.0
2022-08-10,1708.71,1716.73,1663.31,1674.73,27927,5259452686.0
2022-08-11,1684.73,1705.73,1676.74,1705.63,26061,4940834195.0
2022-08-12,1705.63,1728.73,1698.73,1726.73,20260,3882570566.0
2022-08-15,1719.19,1738.23,1714.28,1718.62,19323,3717178491.0
2022-08-16,1722.67,1732.52,1714.73,1716.57,14836,2854189586.0
2022-08-17,1728.73,1728.73,1693.73,1716.73,18361,3508295541.0
2022-08-18,1706.73,1711.81,1679.8,1694.23,23168,4384060205.0
2022-08-19,1696.73,1707.08,1686.73,1693.74,13544,2572000762.0
2022-08-22,1683.74,1705.73,1680.11,1692.71,15427,2925285473.0
2022-08-23,1697.33,1697.33,1665.73,1668.74,23756,4452538978.0
2022-08-24,1668.72,1673.96,1649.73,1652.93,18728,3486382969.0
2022-08-25,1657.73,1686.73,1652.93,1683.73,21925,4107597895.0
2022-08-26,1698.73,1710.73,1684.73,1696.73,23142,4397161135.0
2022-08-29,1681.73,1698.7,1672.73,1677.55,13570,2555981192.0
2022-08-30,1681.08,1683.73,1652.93,1668.73,18235,3400091358.0
2022-08-31,1658.83,1724.29,1658.74,1722.73,44692,8518225337.0
2022-09-01,1710.88,1714.73,1679.62,1679.62,26845,5088658955.0
2022-09-02,1688.67,1691.69,1664.9,1673.73,19391,3635162804.0
2022-09-05,1661.37,1667.73,1618.73,1633.73,36822,6764549173.0
2022-09-06,1634.09,1646.93,1623.73,1643.73,20830,3832086313.0
2022-09-07,1633.76,1636.39,1609.74,1616.74,28306,5151537330.0
2022-09-08,1618.73,1630.73,1613.73,1613.73,16591,3026766448.0
2022-09-09,1623.73,1650.73,1614.73,1643.52,27090,4991679523.0
2022-09-13,1678.73,1687.11,1656.96,1677.73,28693,5387987148.0
2022-09-14,1662.74,1678.73,1661.73,1667.73,16042,3002693247.0
2022-09-15,1668.73,1691.85,1668.69,1678.73,20810,3917954256.0
2022-09-16,1670.53,1684.33,1653.84,1657.73,24121,4501527357.0
2022-09-19,1653.73,1687.32,1651.61,1670.37,18584,3479680771.0
2022-09-20,1668.71,1683.33,1657.28,1676.73,14116,2645281859.0
2022-09-21,1675.4,1681.73,1646.73,1646.73,20995,3904096421.0
2022-09-22,1638.73,1639.75,1615.58,1619.54,22704,4147900996.0
2022-09-23,1619.54,1653.73,1619.54,1633.16,28288,5191904760.0
2022-09-26,1618.73,1686.73,1618.71,1661.73,35135,6566771227.0
2022-09-27,1667.59,1695.73,1649.84,1686.73,28820,5422668135.0
2022-09-28,1679.23,1698.13,1672.74,1681.73,21446,4042506330.0
2022-09-29,1696.71,1700.91,1669.86,1679.08,21590,4075515187.0
2022-09-30,1697.35,1700.72,1664.73,1671.23,21289,4000917951.0
2022-10-10,1688.73,1689.73,1578.93,1584.73,48584,8865386496.0
2022-10-11,1587.73,1604.73,1558.73,1578.72,32047,5712249507.0
2022-10-12,1572.39,1577.73,1506.73,1558.73,48195,8372252823.0
2022-10-13,1519.19,1533.73,1495.73,1498.72,63969,10919727537.0
2022-10-14,1508.73,1553.73,1500.67,1536.34,46520,8045032623.0
2022-10-17,1524.73,1526.72,1496.53,1517.23,33550,5740146639.0
2022-10-18,1523.73,1528.73,1499.73,1504.56,28083,4800689502.0
2022-10-19,1500.71,1500.71,1446.73,1446.73,60121,9997656284.0
2022-10-20,1419.73,1467.16,1409.73,1442.23,42778,7020555512.0
2022-10-21,1438.73,1446.53,1408.73,1422.73,38907,6317945876.0
2022-10-24,1368.73,1387.73,1286.74,1300.01,132098,20217576174.0
2022-10-25,1278.15,1313.73,1270.73,1278.48,81362,12136909034.0
2022-10-26,1287.53,1313.72,1258.73,1262.81,81781,12120993864.0
2022-10-27,1278.73,1286.71,1182.58,1199.73,107106,15258551283.0
2022-10-28,1189.5,1204.73,1157.44,1158.73,93143,12823821843.0
2022-10-31,1148.73,1180.74,1131.73,1148.73,71847,9758303071.0
2022-11-01,1157.73,1268.13,1157.73,1260.74,118766,16859775304.0
2022-11-02,1258.73,1304.73,1234.73,1270.69,79777,11717204099.0
2022-11-03,1242.3,1261.23,1226.83,1238.23,45160,6509550787.0
2022-11-04,1236.69,1326.5,1236.69,1315.3,80008,11996968945.0
2022-11-07,1292.78,1317.21,1285.32,1305.84,42698,6414049133.0
2022-11-08,1306.73,1316.72,1267.69,1283.61,39325,5842320995.0
2022-11-09,1282.68,1287.61,1248.73,1258.63,36090,5276777530.0
2022-11-10,1242.73,1283.73,1233.88,1273.73,37720,5518325849.0
2022-11-11,1326.73,1343.18,1293.71,1326.88,73947,11252112275.0
2022-11-14,1342.23,1362.26,1326.73,1331.73,57370,8858049581.0
2022-11-15,1330.73,1397.7,1319.73,1386.73,56318,8858377894.0
2022-11-16,1379.73,1396.73,1366.73,1383.98,26848,4250886805.0
2022-11-17,1389.23,1395.03,1351.61,1365.73,30580,4793001162.0
