date,open,high,low,close,volume,amount
2022-01-04,88.87,90.02,85.28,87.2,244661,6673692672.0
2022-01-05,85.05,85.7,80.78,81.29,301709,7725244416.0
2022-01-06,80.2,81.71,79.5,80.21,175908,4396413696.0
2022-01-07,80.8,81.19,78.54,79.04,161934,4009535488.0
2022-01-10,78.54,80.03,76.55,78.97,162142,3964485472.0
2022-01-11,78.96,78.96,76.14,76.57,212441,5100240640.0
2022-01-12,78.87,82.2,78.31,82.2,323602,8103336192.0
2022-01-13,82.78,83.06,79.74,81.97,217104,5516666112.0
2022-01-14,80.47,82.64,80.2,81.25,149548,3798549600.0
2022-01-17,81.21,86.03,81.21,85.7,241145,6349270784.0
2022-01-18,85.67,86.52,84.3,85.56,125054,3325099872.0
2022-01-19,85.52,86.16,80.31,81.19,231882,5960665088.0
2022-01-20,80.9,81.44,79.2,80.56,149986,3759819344.0
2022-01-21,80.56,82.12,78.98,80.34,112394,2822719632.0
2022-01-24,78.9,81.16,78.29,80.67,108377,2706367136.0
2022-01-25,79.54,80.54,76.87,76.97,172772,4222848976.0
2022-01-26,78.54,80.66,77.64,80.03,174446,4321964288.0
2022-01-27,79.2,79.97,77.2,77.29,132650,3242987824.0
2022-01-28,76.86,77.54,70.12,72.47,324373,7392709632.0
2022-02-07,77.13,79.96,76.21,78.34,251125,6117950208.0
2022-02-08,77.87,77.87,73.75,75.86,199040,4669049088.0
2022-02-09,76.55,79.0,75.21,78.6,199929,4854528768.0
2022-02-10,79.13,79.54,76.24,76.91,146285,3521519984.0
2022-02-11,75.55,76.91,73.04,73.6,199439,4646312960.0
2022-02-14,73.6,75.2,71.87,74.2,133199,3079221408.0
2022-02-15,74.26,76.86,74.26,76.31,158524,3757722224.0
2022-02-16,77.54,78.53,77.0,77.07,128725,3117890736.0
2022-02-17,77.62,79.78,76.54,78.67,191064,4670631680.0
2022-02-18,77.2,78.67,76.87,77.86,99105,2407158416.0
2022-02-21,77.2,78.8,76.75,77.5,109538,2657589024.0
2022-02-22,76.54,76.54,74.97,76.02,125452,2966441424.0
2022-02-23,77.5,81.04,76.54,80.87,291149,7232162048.0
2022-02-24,79.57,80.8,77.4,78.49,238220,5865805824.0
2022-02-25,80.17,81.0,79.48,79.48,146014,3646918800.0
2022-02-28,79.17,80.27,78.87,80.07,118291,2936223648.0
2022-03-01,81.87,82.41,79.95,80.8,176520,4476715008.0
