date,open,high,low,close,volume,amount
2022-01-04,25.17356664,25.29918324,24.1183872,24.31309293,40064930,1555659823.82
2022-01-05,24.25656546,24.4324287,23.22650934,23.64104412,43949386,1657746476.72
2022-01-06,23.28931764,23.8043457,22.9250295,23.62220163,47143702,1756778004.0
2022-01-07,23.58451665,23.86087317,23.00668029,23.08833108,32960337,1224457854.83
2022-01-10,23.07576942,23.5531125,22.51677555,23.27047515,33979937,1251060766.3
2022-01-11,23.22022851,23.91740064,23.00039946,23.71013325,36051932,1357458919.37
2022-01-12,24.89092929,25.5001698,24.34449708,24.6208536,64665056,2545334350.35
2022-01-13,24.85324431,24.89721012,24.3696204,24.79043601,35775609,1405003679.86
2022-01-14,24.495237,24.6208536,23.79806487,24.01789392,31120987,1196369474.24
2022-01-17,24.01789392,24.59573028,23.47774254,23.63476329,31593567,1200138718.91
2022-01-18,23.64732495,24.74018937,23.52170835,24.5580453,36518512,1413496816.38
2022-01-19,24.77787435,25.88958126,24.495237,25.32430656,43378517,1754411915.37
2022-01-20,25.3745532,25.8770196,24.495237,24.86580597,23824993,951210802.18
2022-01-21,24.9348951,24.9977034,23.72269491,23.98648977,24370407,934682684.02
2022-01-24,23.79806487,24.3696204,23.65360578,23.9299623,16661494,634991117.71
2022-01-25,23.64732495,23.99905143,22.42884393,22.59842634,32701764,1199441438.57
2022-01-26,22.9250295,24.0555789,22.86850203,24.04301724,34434448,1301232282.76
2022-01-27,24.26912712,24.26912712,23.03808444,23.08205025,28758144,1070956978.01
2022-01-28,23.3646876,23.45890005,21.6060552,21.982905,43835806,1542893636.52
2022-02-07,22.610988,22.76800875,22.0457133,22.44768642,22539845,806571507.88
2022-02-08,22.53561804,22.54189887,21.354822,21.69398682,28809058,993726936.85
2022-02-09,21.57465105,21.71282931,20.64508821,21.68142516,38592742,1302479190.27
2022-02-10,21.53696607,21.63745935,20.726739,21.1035888,27443988,920990161.94
2022-02-11,20.9779722,21.1035888,20.29336173,20.36245086,39779630,1307064074.53
2022-02-14,20.11749849,20.39385501,19.80973782,20.06097102,31076361,999544261.42
2022-02-15,20.26823841,21.03449967,20.06097102,20.93400639,26310783,864706196.44
2022-02-16,21.25432872,21.25432872,20.59484157,20.64508821,23129732,766926401.14
2022-02-17,20.75186232,21.64374018,20.56971825,21.49300026,41232874,1397960340.09
2022-02-18,21.34854117,21.4176303,20.85863643,21.19152042,21357010,717289365.0
2022-02-21,21.28573287,21.7944801,20.86491726,21.26689038,29975807,1018483478.35
2022-02-22,21.00309552,21.13499295,20.6011224,21.07218465,20308093,674571260.05
2022-02-23,21.07218465,21.95778168,20.93400639,21.93893919,27212362,939221280.92
2022-02-24,21.6688635,22.40372061,21.38622615,21.7316718,30601186,1067709536.26
2022-02-25,22.05199413,22.56702219,21.76935678,21.9200967,19369681,680958924.87
2022-02-28,21.9200967,22.32206982,21.65002101,22.20273405,20056455,703208672.0
2022-03-01,22.51677555,22.64239215,22.1085216,22.1713299,20386457,727375488.0
2022-03-02,22.06455579,22.35347397,21.354822,21.47415777,30803584,1060627616.0
2022-03-03,21.67514433,21.90125421,21.01565718,21.09102714,21026398,713371952.0
2022-03-04,20.8523556,21.27945204,20.726739,20.99681469,20249796,679595440.0
2022-03-07,20.99681469,21.00937635,20.1614643,20.35617003,29531754,960405568.0
2022-03-08,20.55715659,21.08474631,20.24311509,20.5383141,35825714,1180973472.0
2022-03-09,20.85863643,21.49300026,20.36245086,21.38622615,46384866,1560176624.0
2022-03-10,22.13992575,22.53561804,21.70654848,22.30322733,40082518,1420060624.0
2022-03-11,22.07711745,22.2969465,21.55580856,22.13364492,29367962,1021864240.0
2022-03-14,21.76935678,22.13364492,21.47415777,21.51184275,23093838,799633680.0
2022-03-15,21.30457536,21.88241172,20.2242726,20.38129335,35909997,1195957392.0
2022-03-16,20.64508821,20.78326647,18.34630443,18.78596253,106754824,3205148800.0
2022-03-17,19.12512735,20.07981351,18.82992834,19.52081964,71888089,2224317072.0
2022-03-18,19.470573,19.470573,18.44051688,19.3449564,40157067,1213915976.81
2022-03-21,19.31355225,19.91651193,19.10000403,19.64643624,24026664,749439030.77
2022-03-22,19.60247043,19.87882695,18.92414079,19.10628486,23093824,708666095.39
2022-03-23,19.43288802,20.26195758,19.19421648,20.05469019,38088416,1205635859.46
2022-03-24,19.9102311,20.06725185,19.62759375,19.94163525,19393836,612796719.87
2022-03-25,19.94163525,20.01072438,19.31983308,19.37636055,19481158,607684081.89
2022-03-28,18.99322992,19.37007972,18.82992834,19.02463407,16632904,503771070.95
2022-03-29,19.0309149,19.1565315,18.54101016,18.64150344,25377685,756878793.86
2022-03-30,18.89273664,19.77833367,18.72315423,19.76577201,34297709,1065064553.57
2022-03-31,19.75321035,19.87882695,19.25074395,19.77833367,28680620,894747445.95
2022-04-01,19.64015541,19.7846145,19.2821481,19.35123723,20741099,642882490.07
2022-04-06,19.470573,19.56478545,18.74199672,18.9052983,20903471,632931248.58
2022-04-07,18.84249,19.25074395,18.72943506,18.9052983,16692603,503798705.78
2022-04-08,18.93670245,19.30727142,18.72315423,18.92414079,13857086,418805886.43
2022-04-11,18.71059257,18.71059257,17.46698823,17.586324,32344231,917324094.19
2022-04-12,17.9003655,18.36514692,17.68053645,18.214407,22095856,636230203.72
2022-04-13,18.20812617,18.214407,17.586324,17.9003655,16045670,459429322.85
2022-04-14,17.95061214,18.45307854,17.8375572,18.22696866,15012955,433707290.75
2022-04-15,18.05738625,18.17672202,17.76218724,17.91920799,11424841,326469358.91
2022-04-18,17.7119406,18.57241431,17.65541313,18.4028319,13024643,378678521.57
2022-04-19,18.55357182,18.70431174,18.03226293,18.0887904,12459155,361896133.46
