date,symbol,last_close,pred_close,real_close,pred_ret,real_ret
2025-06-06,300164,4.11,4.122498512268066,4.22,0.0030410005518408667,0.02676399026763976
2025-06-06,300191,16.9239987,15.871761322021484,19.93936602,-0.062174276696116415,0.17817109144542798
2025-06-06,300760,230.111635,225.89657592773438,231.38297,-0.018317453058232513,0.0055248618784529135
2025-06-06,600026,9.5937099,10.1988525390625,9.61280186,0.06307702081574296,0.0019900497512437276
2025-06-06,688008,83.5210298,80.9570541381836,81.00941888,-0.03069856379831659,-0.030071599045346065
2025-06-06,600089,11.28736268,11.401185989379883,11.28736268,0.010084136800314392,0.0
2025-06-06,600316,34.604262,32.25445556640625,34.604262,-0.06790511624243711,0.0
2025-06-06,600276,53.6609778,49.846588134765625,55.5930917,-0.07108311889975238,0.036005939123979314
2025-06-06,600406,21.11551431,21.793481826782227,21.38292019,0.03210755403959786,0.01266395296246059
2025-06-06,600428,5.75319182,5.760319709777832,5.8277875,0.0012389452673997603,0.012965964343598202
2025-06-06,600547,29.72058428,27.544422149658203,30.26149498,-0.07322070487713161,0.018199867637326284
2025-06-06,600489,13.7104704,14.084461212158203,14.28498585,0.027277752057157878,0.04190340909090917
2025-06-06,601808,12.98259662,13.276228904724121,13.41896058,0.022617377194926735,0.033611454840071886
2025-06-06,601872,5.75578176,5.644119739532471,5.9082528,-0.019399974690410993,0.026490066225165476
2025-06-06,600968,3.78947932,3.808000087738037,3.7708578,0.004887417551083795,-0.004914004914004955
2025-06-13,300164,4.22,4.1194987297058105,8.24,-0.02381546689435765,0.9526066350710902
2025-06-13,300191,19.93936602,18.043167114257812,23.08453392,-0.09509825457039223,0.15773660490736097
2025-06-13,300760,231.38297,229.27706909179688,220.9678025,-0.00910136518777993,-0.04501267962806421
2025-06-13,600026,9.61280186,10.003049850463867,10.4528481,0.04059669554698053,0.08738828202581939
2025-06-13,688008,81.00941888,75.34550476074219,81.0293523,-0.06991673557920242,0.0002460629921259283
2025-06-13,600089,11.28736268,11.32276439666748,11.09458108,0.0031364028667395516,-0.01707941929974377
2025-06-13,600316,34.604262,30.54054069519043,34.96351257,-0.11743412718380086,0.010381685643230831
2025-06-13,600276,55.5930917,52.795345306396484,51.3703273,-0.05032543267608047,-0.07595843783590117
2025-06-13,600406,21.38292019,21.37914276123047,21.46887208,-0.00017665635638008936,0.004019651630192023
2025-06-13,600428,5.8277875,5.648542881011963,5.76251628,-0.03075688998406989,-0.011200000000000099
2025-06-13,600547,30.26149498,27.52708625793457,31.83505338,-0.09035934027293147,0.05199870003249929
2025-06-13,600489,14.28498585,13.697802543640137,14.0415471,-0.041104927405991365,-0.017041581458759336
2025-06-13,601808,13.41896058,13.500422477722168,14.23015776,0.006070656310264599,0.06045156591405676
2025-06-13,601872,5.9082528,5.950260639190674,6.33660885,0.007110027382490225,0.07250130698537482
2025-06-13,600968,3.7708578,3.67423415184021,3.957073,-0.02562378463589632,0.04938271604938271
2025-06-20,300164,8.24,5.492426872253418,6.22,-0.3334433407459444,-0.24514563106796117
