date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-09-24,RANGE,RANGE,RANGE,False,False,0.0246,0.0477243726074011
2025-09-25,RANGE,RANGE,RANGE,True,False,0.0676,-0.09673306772908367
2025-09-26,STRONG_UP,RANGE,RANGE,False,True,-0.0403,-0.04782464297575549
2025-09-29,RANGE,RANGE,STRONG_UP,False,False,0.0009,-0.12484446287847364
2025-09-30,STRONG_UP,RANGE,RANGE,False,False,-0.0108,-0.07480083857442349
2025-10-09,RANGE,RANGE,STRONG_UP,True,False,0.0328,-0.12650211107502435
2025-10-10,STRONG_UP,RANGE,RANGE,False,True,-0.0796,-0.07595271700776288
2025-10-13,WAVE_UP,RANGE,STRONG_UP,False,False,0.0116,-0.08484478549005932
2025-10-14,WAVE_UP,WAVE_UP,WAVE_UP,False,True,-0.08,0.025687203791469135
2025-10-15,RANGE,WAVE_UP,WAVE_UP,True,False,0.0458,-0.006163328197226436
2025-10-16,RANGE,RANGE,RANGE,False,False,-0.0249,-0.0001859081613682471
2025-10-17,STRONG_UP,RANGE,RANGE,False,False,-0.0263,0.08754176610978522
2025-10-20,RANGE,RANGE,STRONG_UP,False,False,0.0019,0.09575988565983799
2025-10-21,RANGE,RANGE,RANGE,True,False,0.0311,0.048886424544866525
2025-10-22,STRONG_UP,RANGE,RANGE,False,False,0.0133,0.04268125854993153
2025-10-23,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0191,0.028728151729267418
2025-10-24,STRONG_UP,STRONG_UP,STRONG_UP,True,False,0.0591,-0.06557233146067415
2025-10-27,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0095,-0.07426086956521745
2025-10-28,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.013,-0.055330396475770934
2025-10-29,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0073,-0.06743636840724214
2025-10-30,STRONG_UP,STRONG_UP,STRONG_UP,False,True,-0.0322,0.03479439674649791
2025-10-31,STRONG_UP,STRONG_UP,STRONG_UP,False,True,-0.038,0.04424612494128693
2025-11-03,RANGE,STRONG_UP,STRONG_UP,False,False,0.0001,0.004133007702423558
2025-11-04,WAVE_UP,STRONG_UP,RANGE,False,False,0.0071,-0.011285207983585094
2025-11-05,RANGE,STRONG_UP,WAVE_UP,False,False,-0.0056,-0.019508534984055508
2025-11-06,WAVE_DOWN,STRONG_UP,RANGE,True,False,0.0739,-0.07816593886462884
2025-11-07,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0292,-0.09409859661748825
2025-11-10,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,True,-0.0383,-0.056594948550046875
2025-11-11,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0083,-0.05263654372229033
2025-11-12,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0139,-0.04352400994834524
2025-11-13,RANGE,WAVE_DOWN,WAVE_DOWN,False,False,0.0097,-0.05296068214116536
2025-11-14,RANGE,RANGE,RANGE,False,True,-0.0459,-0.04895729890764654
2025-11-17,RANGE,RANGE,RANGE,False,False,0.0015,-0.052057511155180966
2025-11-18,RANGE,RANGE,RANGE,False,False,-0.0042,-0.052275216568754355
2025-11-19,RANGE,RANGE,RANGE,False,False,-0.0044,-0.02220222022202219
2025-11-20,RANGE,RANGE,RANGE,False,False,-0.0003,-0.008303321328531395
2025-11-21,RANGE,RANGE,RANGE,False,True,-0.0419,0.03539730604573458
2025-11-24,RANGE,RANGE,RANGE,False,False,-0.0018,0.057845188284518845
2025-11-25,RANGE,RANGE,RANGE,False,False,-0.0044,0.04654339146879589
2025-11-26,WAVE_DOWN,RANGE,RANGE,False,False,0.0272,0.002659302444512684
2025-11-27,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0139,0.007061434479975819
2025-11-28,RANGE,WAVE_DOWN,WAVE_DOWN,False,False,0.0003,-0.0023194836627671417
2025-12-01,RANGE,RANGE,RANGE,False,False,0.0199,0.001977652526451131
2025-12-02,WAVE_DOWN,RANGE,RANGE,False,False,-0.015,0.00522035940166646
2025-12-03,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0159,-0.08068958482097313
2025-12-04,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0184,-0.1021736952819794
2025-12-05,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.009,-0.10087940968361471
2025-12-08,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0243,-0.1564196190664166
2025-12-09,RANGE,WAVE_DOWN,WAVE_DOWN,False,False,-0.0118,-0.17387396384699888
2025-12-10,RANGE,RANGE,RANGE,False,True,-0.1,-0.0459387483355526
2025-12-11,RANGE,RANGE,RANGE,False,False,-0.0054,-0.05299564877831084
2025-12-12,RANGE,RANGE,RANGE,False,False,-0.0076,-0.03485103991006193
2025-12-15,RANGE,RANGE,RANGE,False,True,-0.039,0.022812353766963063
2025-12-16,RANGE,RANGE,RANGE,False,True,-0.0323,0.05971953578336554
2025-12-17,WAVE_DOWN,RANGE,RANGE,True,False,0.0394,0.01360781577110958
2025-12-18,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0128,0.021206409048067996
2025-12-19,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0114,-0.0004659289458356674
2025-12-22,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0184,-0.025620496397117797
2025-12-23,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0026,-0.025895505361624414
2025-12-24,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0058,-0.017326448651749916
2025-12-25,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0054,0.01292108906322093
2025-12-26,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.01,0.042652371518471
2025-12-29,STRONG_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0072,0.04636694447705133
2025-12-30,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0023,0.08912050591404146
2025-12-31,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0029,0.08991125642223263
2026-01-05,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0252,0.09328018223234621
2026-01-06,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.019,0.022689169554040472
2026-01-07,WAVE_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0037,0.048126542517388446
2026-01-08,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,True,False,0.0433,0.0011827956989247251
2026-01-09,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0037,0.0014998928647953777
2026-01-12,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0284,-0.018231065736014167
2026-01-13,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,True,-0.0468,0.003934426229508191
2026-01-14,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0211,0.051375361233008635
2026-01-15,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0034,0.04124154226184087
2026-01-16,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.004,0.025994865211809933
2026-01-19,RANGE,WAVE_DOWN,WAVE_DOWN,False,False,0.0081,-0.010717317487266457
2026-01-20,RANGE,RANGE,RANGE,False,False,-0.0253,0.010015240583496643
2026-01-21,WAVE_UP,RANGE,RANGE,True,False,0.0693,-0.06790186297465134
2026-01-22,STRONG_UP,RANGE,WAVE_UP,False,False,-0.013,-0.07570912841670968
2026-01-23,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0107,-0.06401835053696174
2026-01-26,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0279,-0.06500053630805537
2026-01-27,WAVE_UP,STRONG_UP,STRONG_UP,False,False,-0.0048,-0.05421427031687865
2026-01-28,WAVE_UP,WAVE_UP,WAVE_UP,False,False,-0.0131,-0.05821319353429443
2026-01-29,WAVE_UP,WAVE_UP,WAVE_UP,False,False,-0.0213,-0.046981363687088426
2026-01-30,RANGE,WAVE_UP,WAVE_UP,False,False,0.0018,-0.033195945193271584
2026-02-02,RANGE,RANGE,RANGE,False,False,-0.029,0.04657565676264772
2026-02-03,RANGE,RANGE,RANGE,False,False,0.0067,0.03931623931623935
2026-02-04,RANGE,RANGE,RANGE,False,False,-0.0173,0.0365302099037457
2026-02-05,RANGE,RANGE,RANGE,False,False,-0.0096,0.07868852459016391
2026-02-06,RANGE,RANGE,RANGE,False,False,0.0163,0.05657333794215919
2026-02-09,RANGE,RANGE,RANGE,True,False,0.0512,0.002959552778691176
2026-02-10,RANGE,RANGE,RANGE,False,False,-0.0003,-0.006359649122806998
2026-02-11,RANGE,RANGE,RANGE,False,False,-0.02,0.029648690982322732
2026-02-12,RANGE,RANGE,RANGE,True,False,0.0307,0.0006513243595310711
2026-02-13,RANGE,RANGE,RANGE,False,False,-0.0046,-0.013631406761177753
2026-02-24,RANGE,RANGE,RANGE,False,False,-0.0022,-0.08983606557377048
2026-02-25,RANGE,RANGE,RANGE,False,False,-0.0096,-0.09148090929154719
2026-02-26,RANGE,RANGE,RANGE,False,False,0.0156,-0.07866999891339775
2026-02-27,WAVE_DOWN,RANGE,RANGE,False,False,0.0016,-0.08667823822955097
2026-03-02,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0188,-0.0424543946932007
2026-03-03,RANGE,WAVE_DOWN,WAVE_DOWN,False,True,-0.0793,0.05895773294908738
2026-03-04,RANGE,RANGE,RANGE,False,False,-0.0114,0.06947649702417101
2026-03-05,RANGE,RANGE,RANGE,False,False,0.0299,0.059912725557259086
2026-03-06,RANGE,RANGE,RANGE,False,False,-0.0071,0.05832046561349325
2026-03-09,RANGE,RANGE,RANGE,False,False,0.0287,0.017549936496940262
2026-03-10,WAVE_DOWN,RANGE,RANGE,False,False,0.0182,-0.03174963147749175
2026-03-11,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0016,-0.006360022714366863
2026-03-12,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0207,-0.05674863691999564
2026-03-13,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0086,-0.05993265993265982
2026-03-16,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,-0.0109,-0.09701577215477133
2026-03-17,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,True,-0.0311,-0.055158683686614286
2026-03-18,WAVE_DOWN,WAVE_DOWN,WAVE_DOWN,False,False,0.0246,-0.05074865698937019
2026-03-19,RANGE,WAVE_DOWN,WAVE_DOWN,False,True,-0.0311,-0.03314851952341633
2026-03-20,RANGE,RANGE,RANGE,False,False,-0.0119,-0.027817574021012394
2026-03-23,RANGE,RANGE,RANGE,False,True,-0.0499,0.004021110831867397
2026-03-24,RANGE,RANGE,RANGE,False,False,0.0138,-0.025780862667327868
2026-03-25,RANGE,RANGE,RANGE,False,False,0.0294,-0.03202889825406378
2026-03-26,RANGE,RANGE,RANGE,False,False,-0.0131,-0.04734016593460219
2026-03-27,RANGE,RANGE,RANGE,False,False,-0.0065,-0.04347292152769257
2026-03-30,RANGE,RANGE,RANGE,False,False,-0.0188,-0.02453066332916155
