date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-11-27,RANGE,RANGE,RANGE,False,False,-0.0005,0.0069014880842306996
2025-11-28,RANGE,RANGE,RANGE,False,False,0.0025,0.012785359277984527
2025-12-01,RANGE,RANGE,RANGE,False,False,0.011,0.009891650493413557
2025-12-02,RANGE,RANGE,RANGE,False,False,-0.0048,0.009636533105272212
2025-12-03,RANGE,RANGE,RANGE,False,False,-0.0051,0.013413670874007376
2025-12-04,STRONG_DOWN,RANGE,RANGE,False,False,0.0034,0.0012358778031597026
2025-12-05,RANGE,RANGE,STRONG_DOWN,False,False,0.0084,-0.0007824127060159933
2025-12-08,RANGE,RANGE,RANGE,False,False,0.0081,-0.015079769481506421
2025-12-09,RANGE,RANGE,RANGE,False,False,-0.0051,-0.021892805111887716
2025-12-10,RANGE,RANGE,RANGE,False,False,-0.0014,-0.0026028855181173473
2025-12-11,STRONG_DOWN,RANGE,RANGE,False,False,-0.0086,0.00013356223439936317
2025-12-12,RANGE,RANGE,STRONG_DOWN,False,False,0.0063,-0.002788067977166294
2025-12-15,RANGE,RANGE,RANGE,False,False,-0.0063,0.013085064783855967
2025-12-16,STRONG_DOWN,RANGE,RANGE,False,False,-0.012,0.02738799192005436
2025-12-17,RANGE,RANGE,STRONG_DOWN,False,False,0.0183,0.011830890581074853
2025-12-18,RANGE,RANGE,RANGE,False,False,-0.0059,0.019711636351575922
2025-12-19,RANGE,RANGE,RANGE,False,False,0.0034,0.019496175499290943
2025-12-22,RANGE,RANGE,RANGE,False,False,0.0095,0.006016969293246913
2025-12-23,RANGE,RANGE,RANGE,False,False,0.002,0.0066110708818122345
2025-12-24,RANGE,RANGE,RANGE,False,False,0.0029,-0.0008888535946565627
2025-12-25,RANGE,RANGE,RANGE,False,False,0.0018,0.01620019747827481
2025-12-26,RANGE,RANGE,RANGE,False,False,0.0032,0.028655169155980934
2025-12-29,RANGE,RANGE,RANGE,False,False,-0.0038,0.02959322942846572
2025-12-30,RANGE,RANGE,RANGE,False,False,0.0026,0.018569504063610912
