date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-11-27,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0022,0.011619462599854767
2025-11-28,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0153,0.026466380543633868
2025-12-01,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0093,0.02055279943302616
2025-12-02,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.012,0.0308464849354377
2025-12-03,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0014,0.032327586206896665
2025-12-04,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0007,0.02943287867910978
2025-12-05,UNKNOWN,UNKNOWN,UNKNOWN,True,False,0.0302,0.03414634146341459
2025-12-08,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0035,0.027083333333333435
2025-12-09,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0021,-0.0020876826722338996
2025-12-10,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0,0.014613778705636678
2025-12-11,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0021,-0.0006973500697349302
2025-12-12,UNKNOWN,UNKNOWN,UNKNOWN,True,False,0.0349,-0.01954177897574118
2025-12-15,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0034,0.006085192697768692
2025-12-16,UNKNOWN,UNKNOWN,UNKNOWN,False,True,-0.0304,0.043235704323570476
2025-12-17,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0167,0.03566529492455422
2025-12-18,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0171,0.060711793440334935
2025-12-19,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0154,0.04536082474226793
2025-12-22,WAVE_UP,UNKNOWN,UNKNOWN,False,False,0.0227,0.007392473118279651
2025-12-23,UNKNOWN,UNKNOWN,WAVE_UP,False,False,0.0054,-0.0026737967914438527
2025-12-24,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0094,-0.01854304635761591
2025-12-25,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0066,-0.00789473684210527
