date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-11-27,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0036,-0.00600961538461539
2025-11-28,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0156,-0.011834319526627229
2025-12-01,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0,0.007100591715976338
2025-12-02,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0142,0.014405762304921983
2025-12-03,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0144,0.020706455542021943
2025-12-04,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0073,0.003627569528415965
2025-12-05,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0097,-0.007185628742514977
2025-12-08,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0192,-0.04582843713278487
2025-12-09,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0071,-0.06390532544378691
2025-12-10,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0083,-0.021479713603818635
2025-12-11,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0095,-0.03855421686746978
2025-12-12,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0012,-0.0301568154402894
2025-12-15,STRONG_DOWN,UNKNOWN,UNKNOWN,False,False,-0.0205,0.007389162561576224
2025-12-16,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0259,0.05689001264222494
2025-12-17,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,True,False,0.0367,0.02682926829268295
2025-12-18,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0268,0.06390977443609014
2025-12-19,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0075,0.0783582089552238
2025-12-22,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0174,0.03789731051344747
