date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-11-27,RANGE,RANGE,RANGE,False,False,0.0012,-0.0006191950464395603
2025-11-28,RANGE,RANGE,RANGE,False,False,0.0,-0.0012383900928792581
2025-12-01,RANGE,RANGE,RANGE,False,False,0.0046,-0.010785824345146423
2025-12-02,RANGE,RANGE,RANGE,False,False,0.0012,-0.020006155740227745
2025-12-03,RANGE,RANGE,RANGE,False,False,-0.0025,-0.021598272138229027
2025-12-04,RANGE,RANGE,RANGE,False,False,-0.004,-0.02261462205700136
2025-12-05,RANGE,RANGE,RANGE,False,False,-0.0006,-0.026038437693738398
2025-12-08,RANGE,RANGE,RANGE,False,False,-0.005,-0.013084112149532652
2025-12-09,RANGE,RANGE,RANGE,False,False,-0.0081,-0.013819095477386946
2025-12-10,RANGE,RANGE,RANGE,False,False,-0.0041,-0.008830022075055196
2025-12-11,RANGE,RANGE,RANGE,False,False,-0.005,0.00633914421553091
2025-12-12,RANGE,RANGE,RANGE,False,False,-0.0041,0.010184595798854243
2025-12-15,RANGE,RANGE,RANGE,False,False,0.0083,-0.0028409090909091985
2025-12-16,STRONG_DOWN,RANGE,RANGE,False,False,-0.0088,0.006369426751592362
2025-12-17,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.001,0.006999681832644048
2025-12-18,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0102,-0.0003149606299212252
2025-12-19,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0003,0.0040957781978575615
2025-12-22,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0047,0.008230452674897198
2025-12-23,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0003,0.008860759493670893
2025-12-24,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0016,0.005687203791469129
2025-12-25,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0028,0.0018903591682420376
2025-12-26,RANGE,STRONG_DOWN,STRONG_DOWN,False,False,0.0041,0.009727016002510242
2025-12-29,RANGE,RANGE,RANGE,False,False,-0.0006,0.01475667189952909
2025-12-30,RANGE,RANGE,RANGE,False,False,0.0009,0.01035131744040148
2025-12-31,RANGE,RANGE,RANGE,False,False,-0.0016,0.016022620169651322
2026-01-05,RANGE,RANGE,RANGE,False,False,-0.0009,0.016037735849056513
2026-01-06,RANGE,RANGE,RANGE,False,False,0.0119,0.0034182722187694596
2026-01-07,RANGE,RANGE,RANGE,False,False,0.0044,-0.010210396039604072
2026-01-08,RANGE,RANGE,RANGE,False,False,-0.0034,-0.01024526544551379
2026-01-09,RANGE,RANGE,RANGE,False,False,0.004,-0.02195423623995058
2026-01-12,RANGE,RANGE,RANGE,False,False,-0.0009,-0.016094088517486862
2026-01-13,RANGE,RANGE,RANGE,False,False,-0.0006,-0.003716320842366061
2026-01-14,RANGE,RANGE,RANGE,False,False,-0.0093,-0.04438887152235071
2026-01-15,STRONG_DOWN,RANGE,RANGE,False,False,-0.0034,-0.03481806775407786
2026-01-16,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0078,-0.029718621561808368
2026-01-19,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0051,-0.022963195973576583
2026-01-20,RANGE,STRONG_DOWN,STRONG_DOWN,False,False,0.012,-0.0422754118744172
