date,current_phase,stable_phase,previous_phase,big_up_candle,big_down_candle,candle_pct,future_5d_return
2025-11-27,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0,0.01590668080593851
2025-11-28,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0064,0.02212855637513174
2025-12-01,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0126,0.021852237252861624
2025-12-02,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0146,0.02217529039070752
2025-12-03,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0084,0.037273695420660315
2025-12-04,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0202,-0.0031315240083507334
2025-12-05,UNKNOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0125,-0.010309278350515474
2025-12-08,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0124,-0.03869653767820778
2025-12-09,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0143,-0.044421487603305713
2025-12-10,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0062,-0.03593429158110886
2025-12-11,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0195,-0.025130890052355928
2025-12-12,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0052,-0.020833333333333353
2025-12-15,STRONG_DOWN,UNKNOWN,UNKNOWN,False,False,-0.0167,0.00847457627118645
2025-12-16,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0201,0.02162162162162152
2025-12-17,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0151,0.017039403620873285
2025-12-18,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0085,0.05585392051557458
2025-12-19,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0097,0.04680851063829792
2025-12-22,UNKNOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0128,0.042016806722689114
2025-12-23,STRONG_DOWN,STRONG_DOWN,UNKNOWN,False,False,-0.0074,0.08359788359788367
2025-12-24,UNKNOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0106,0.06701570680628267
2025-12-25,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0293,0.05493387589013218
2025-12-26,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.001,0.05792682926829262
2025-12-29,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0081,0.041330645161290244
2025-12-30,UNKNOWN,UNKNOWN,UNKNOWN,True,False,0.0323,0.019531250000000017
2025-12-31,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0049,0.044160942100098285
2026-01-05,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0177,0.055930568948891084
2026-01-06,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0039,0.0374639769452451
2026-01-07,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0077,0.049370764762826876
2026-01-08,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0106,0.03831417624521076
2026-01-09,STRONG_UP,UNKNOWN,UNKNOWN,False,False,0.0192,0.040413533834586395
2026-01-12,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0291,0.015525114155251258
2026-01-13,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0137,0.015740740740740652
2026-01-14,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0037,0.029520295202952053
2026-01-15,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0,0.0285977859778597
2026-01-16,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0212,0.02077687443541094
2026-01-19,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0045,-0.011690647482014498
2026-01-20,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0135,0.006381039197812322
2026-01-21,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0173,-0.027777777777777898
2026-01-22,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0009,-0.041255605381165954
2026-01-23,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0135,-0.05840707964601756
2026-01-26,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0274,-0.05004549590536846
2026-01-27,STRONG_UP,STRONG_UP,STRONG_UP,False,False,0.0045,-0.028985507246376836
2026-01-28,STRONG_UP,STRONG_UP,STRONG_UP,False,False,-0.0172,-0.019354838709677333
2026-01-29,UNKNOWN,STRONG_UP,STRONG_UP,False,False,-0.0147,-0.02245088868101031
2026-01-30,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0047,-0.011278195488721814
2026-02-02,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0188,0.024904214559386996
2026-02-03,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0268,0.0065298507462685585
2026-02-04,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0075,0.002819548872180349
2026-02-05,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0179,0.03540669856459344
2026-02-06,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0067,0.029467680608364938
2026-02-09,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0171,0.006542056074766257
2026-02-10,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0084,-0.0018535681186283614
2026-02-11,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0111,0.014995313964386144
2026-02-12,WAVE_UP,UNKNOWN,UNKNOWN,False,False,0.0141,0.0027726432532346502
2026-02-13,WAVE_UP,WAVE_UP,WAVE_UP,False,False,0.0009,-0.0203139427516159
2026-02-24,WAVE_UP,WAVE_UP,WAVE_UP,False,False,-0.0055,-0.0622098421541318
2026-02-25,UNKNOWN,WAVE_UP,WAVE_UP,False,False,0.0,-0.06870937790157852
2026-02-26,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0056,-0.05817174515235452
2026-02-27,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0018,-0.055299539170506964
2026-03-02,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0221,-0.04147031102733274
2026-03-03,UNKNOWN,UNKNOWN,UNKNOWN,False,True,-0.0481,0.026732673267326645
2026-03-04,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0069,0.03090727816550363
2026-03-05,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0169,0.002941176470588129
2026-03-06,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0049,-0.017560975609756113
2026-03-09,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0078,-0.012782694198623306
2026-03-10,UNKNOWN,UNKNOWN,UNKNOWN,False,False,0.0197,-0.04821600771456117
2026-03-11,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0029,-0.03965183752417798
2026-03-12,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0106,-0.05571847507331373
2026-03-13,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0156,-0.05858987090367423
2026-03-16,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.003,-0.09462151394422308
2026-03-17,UNKNOWN,UNKNOWN,UNKNOWN,False,False,-0.0169,-0.06788247213779124
2026-03-18,STRONG_DOWN,UNKNOWN,UNKNOWN,False,False,0.0061,-0.05538771399798595
2026-03-19,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0272,-0.04244306418219454
2026-03-20,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0186,-0.0189873417721518
2026-03-23,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,True,-0.0411,0.01870187018701872
2026-03-24,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0121,-0.0021739130434782626
2026-03-25,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0196,0.005330490405117276
2026-03-26,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0139,-0.003243243243243246
2026-03-27,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0054,-0.019354838709677434
2026-03-30,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0043,-0.018358531317494615
2026-03-31,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0086,0.053376906318082715
2026-04-01,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,0.0272,0.013785790031813374
2026-04-02,STRONG_DOWN,STRONG_DOWN,STRONG_DOWN,False,False,-0.0223,0.05314533622559645
