date,symbol,last_close,pred_close,real_close,pred_ret,real_ret,strategy,rank_pred,n_candidates
2024-09-20,000001,8.7,8.619009017944336,10.22,-0.009309308282260176,0.1747126436781612,,2,5
2024-09-20,000858,99.38,98.33837890625,136.84,-0.010481194342423006,0.3769370094586437,,0,5
2024-09-20,002594,83.68,82.92981719970703,92.98,-0.008964899621091926,0.1111376673040152,,3,5
2024-09-20,600036,26.92,26.638090133666992,31.61,-0.010472134707764091,0.17421991084695376,,1,5
2024-09-20,600519,1160.46,1185.226806640625,1525.74,0.021342232080920454,0.3147717284525102,,4,5
