date,symbol,last_close,pred_close,real_close,pred_ret,real_ret,strategy,rank_pred,n_candidates
2024-10-04,000001,11.01,9.852127075195312,11.68,-0.10516556991868187,0.060853769300635685,bottom_3,2,5
2024-10-04,000001,11.01,9.852127075195312,11.68,-0.10516556991868187,0.060853769300635685,equal_weight,2,5
2024-10-04,000858,151.61,143.39694213867188,153.15,-0.054172270043718385,0.010157641316535848,equal_weight,4,5
2024-10-04,002594,100.75,89.29541015625,107.44,-0.11369319944168732,0.0664019851116624,equal_weight,0,5
2024-10-04,600036,33.59,29.99173355102539,35.98,-0.10712314525080713,0.07115212860970499,equal_weight,1,5
2024-10-04,600519,1644.54,1506.8580322265625,1619.54,-0.0837206560943714,-0.015201819353740209,equal_weight,3,5
2024-10-11,600036,34.41,31.347015380859375,35.03,-0.08901437428481895,0.018018018018018056,contrarian,0,5
2024-10-11,600519,1501.53,1495.7369384765625,1437.54,-0.0038581057477622416,-0.042616531138239044,bullish,4,5
2024-10-11,600036,34.41,31.347015380859375,35.03,-0.08901437428481895,0.018018018018018056,bottom_3,0,5
2024-10-11,000001,10.76,9.893909454345703,11.08,-0.0804916863990982,0.029739776951672958,bottom_3,1,5
2024-10-11,002594,98.33,94.44277954101562,98.42,-0.03953239559630195,0.0009152852639073839,bottom_3,2,5
2024-10-11,000001,10.76,9.893909454345703,11.08,-0.0804916863990982,0.029739776951672958,equal_weight,1,5
2024-10-11,000858,138.75,137.32827758789062,132.1,-0.010246648015202697,-0.047927927927927994,equal_weight,3,5
2024-10-11,002594,98.33,94.44277954101562,98.42,-0.03953239559630195,0.0009152852639073839,equal_weight,2,5
2024-10-11,600036,34.41,31.347015380859375,35.03,-0.08901437428481895,0.018018018018018056,equal_weight,0,5
2024-10-11,600519,1501.53,1495.7369384765625,1437.54,-0.0038581057477622416,-0.042616531138239044,equal_weight,4,5
2024-10-18,600036,35.03,33.155189514160156,35.08,-0.05352013947587342,0.0014273479874391537,contrarian,0,5
2024-10-18,600519,1437.54,1440.913818359375,1455.39,0.0023469387699646127,0.012417045786552228,bullish,4,5
2024-10-18,600036,35.03,33.155189514160156,35.08,-0.05352013947587342,0.0014273479874391537,bottom_3,0,5
2024-10-18,000001,11.08,10.735156059265137,10.75,-0.031123099344301797,-0.029783393501805033,bottom_3,1,5
2024-10-18,002594,98.42,95.76372528076172,101.03,-0.02698917617596308,0.02651900020321074,bottom_3,2,5
2024-10-18,000001,11.08,10.735156059265137,10.75,-0.031123099344301797,-0.029783393501805033,equal_weight,1,5
2024-10-18,000858,132.1,129.30270385742188,137.21,-0.02117559532610236,0.038682816048448254,equal_weight,3,5
2024-10-18,002594,98.42,95.76372528076172,101.03,-0.02698917617596308,0.02651900020321074,equal_weight,2,5
2024-10-18,600036,35.03,33.155189514160156,35.08,-0.05352013947587342,0.0014273479874391537,equal_weight,0,5
2024-10-18,600519,1437.54,1440.913818359375,1455.39,0.0023469387699646127,0.012417045786552228,equal_weight,4,5
2024-10-25,002594,101.03,95.71928405761719,95.09,-0.052565732380310926,-0.05879441749975256,contrarian,0,5
2024-10-25,600519,1455.39,1472.449462890625,1430.29,0.011721574897879616,-0.017246236403988036,bullish,4,5
2024-10-25,002594,101.03,95.71928405761719,95.09,-0.052565732380310926,-0.05879441749975256,bottom_3,0,5
2024-10-25,000858,137.21,131.49269104003906,137.02,-0.041668311055760854,-0.0013847387216675555,bottom_3,1,5
2024-10-25,000001,10.75,10.421415328979492,10.47,-0.030566015908884414,-0.026046511627906943,bottom_3,2,5
2024-10-25,000001,10.75,10.421415328979492,10.47,-0.030566015908884414,-0.026046511627906943,equal_weight,2,5
2024-10-25,000858,137.21,131.49269104003906,137.02,-0.041668311055760854,-0.0013847387216675555,equal_weight,1,5
2024-10-25,002594,101.03,95.71928405761719,95.09,-0.052565732380310926,-0.05879441749975256,equal_weight,0,5
2024-10-25,600036,35.08,34.059913635253906,33.99,-0.029078858744187364,-0.031071835803876735,equal_weight,3,5
2024-10-25,600519,1455.39,1472.449462890625,1430.29,0.011721574897879616,-0.017246236403988036,equal_weight,4,5
2024-11-01,600036,33.99,33.42994689941406,34.78,-0.016476996192584248,0.0232421300382466,contrarian,0,5
2024-11-01,000858,137.02,145.2015838623047,145.57,0.05971087331998737,0.06239964968617717,bullish,4,5
2024-11-01,600036,33.99,33.42994689941406,34.78,-0.016476996192584248,0.0232421300382466,bottom_3,0,5
2024-11-01,000001,10.47,10.490970611572266,10.76,0.002002923741381668,0.02769818529130852,bottom_3,1,5
2024-11-01,002594,95.09,96.94226837158203,97.62,0.019479107914418314,0.026606372909874887,bottom_3,2,5
2024-11-01,000001,10.47,10.490970611572266,10.76,0.002002923741381668,0.02769818529130852,equal_weight,1,5
2024-11-01,000858,137.02,145.2015838623047,145.57,0.05971087331998737,0.06239964968617717,equal_weight,4,5
2024-11-01,002594,95.09,96.94226837158203,97.62,0.019479107914418314,0.026606372909874887,equal_weight,2,5
2024-11-01,600036,33.99,33.42994689941406,34.78,-0.016476996192584248,0.0232421300382466,equal_weight,0,5
2024-11-01,600519,1430.29,1472.1424560546875,1506.51,0.029261517632569234,0.05328989225961167,equal_weight,3,5
2024-11-08,600036,34.78,34.00564193725586,33.8,-0.02226446413870453,-0.02817711328349637,contrarian,0,5
2024-11-08,002594,97.62,98.11752319335938,94.98,0.005096529331687805,-0.02704363859864778,bullish,4,5
2024-11-08,600036,34.78,34.00564193725586,33.8,-0.02226446413870453,-0.02817711328349637,bottom_3,0,5
2024-11-08,000001,10.76,10.591720581054688,10.48,-0.015639351203095897,-0.026022304832713727,bottom_3,1,5
2024-11-08,600519,1506.51,1491.972900390625,1455.54,-0.009649520819227875,-0.03383316406794512,bottom_3,2,5
2024-11-08,000001,10.76,10.591720581054688,10.48,-0.015639351203095897,-0.026022304832713727,equal_weight,1,5
2024-11-08,000858,145.57,144.30718994140625,140.39,-0.008674933424426379,-0.035584254997595655,equal_weight,3,5
2024-11-08,002594,97.62,98.11752319335938,94.98,0.005096529331687805,-0.02704363859864778,equal_weight,4,5
2024-11-08,600036,34.78,34.00564193725586,33.8,-0.02226446413870453,-0.02817711328349637,equal_weight,0,5
2024-11-08,600519,1506.51,1491.972900390625,1455.54,-0.009649520819227875,-0.03383316406794512,equal_weight,2,5
2024-11-15,000001,10.48,10.207388877868652,10.32,-0.026012511653754622,-0.01526717557251911,contrarian,0,5
2024-11-15,600036,33.8,34.02176284790039,32.43,0.00656103100297023,-0.04053254437869813,bullish,4,5
2024-11-15,000001,10.48,10.207388877868652,10.32,-0.026012511653754622,-0.01526717557251911,bottom_3,0,5
2024-11-15,600519,1455.54,1418.815673828125,1404.36,-0.02523072273649296,-0.03516220784038915,bottom_3,1,5
2024-11-15,000858,140.39,140.30349731445312,133.99,-0.0006161598799548917,-0.04558729254220373,bottom_3,2,5
2024-11-15,000001,10.48,10.207388877868652,10.32,-0.026012511653754622,-0.01526717557251911,equal_weight,0,5
2024-11-15,000858,140.39,140.30349731445312,133.99,-0.0006161598799548917,-0.04558729254220373,equal_weight,2,5
2024-11-15,002594,94.98,95.31006622314453,91.15,0.0034751128989738422,-0.040324278795535906,equal_weight,3,5
2024-11-15,600036,33.8,34.02176284790039,32.43,0.00656103100297023,-0.04053254437869813,equal_weight,4,5
2024-11-15,600519,1455.54,1418.815673828125,1404.36,-0.02523072273649296,-0.03516220784038915,equal_weight,1,5
2024-11-22,002594,91.15,88.04776000976562,89.93,-0.034034448603778134,-0.013384530992868848,contrarian,0,5
2024-11-22,600036,32.43,33.03036117553711,32.32,0.018512524685079024,-0.0033919210607461503,bullish,4,5
2024-11-22,002594,91.15,88.04776000976562,89.93,-0.034034448603778134,-0.013384530992868848,bottom_3,0,5
2024-11-22,000858,133.99,132.45350646972656,135.87,-0.011467225391995295,0.014030897828195998,bottom_3,1,5
2024-11-22,600519,1404.36,1414.7733154296875,1422.28,0.007414990052185821,0.012760260901763187,bottom_3,2,5
2024-11-22,000001,10.32,10.398236274719238,10.42,0.007581034372019291,0.009689922480620172,equal_weight,3,5
2024-11-22,000858,133.99,132.45350646972656,135.87,-0.011467225391995295,0.014030897828195998,equal_weight,1,5
2024-11-22,002594,91.15,88.04776000976562,89.93,-0.034034448603778134,-0.013384530992868848,equal_weight,0,5
2024-11-22,600036,32.43,33.03036117553711,32.32,0.018512524685079024,-0.0033919210607461503,equal_weight,4,5
2024-11-22,600519,1404.36,1414.7733154296875,1422.28,0.007414990052185821,0.012760260901763187,equal_weight,2,5
2024-11-29,000001,10.42,10.09056568145752,10.7,-0.03161557759524769,0.026871401151631336,contrarian,0,5
2024-11-29,002594,89.93,91.3687515258789,91.74,0.015998571398631256,0.020126765261870183,bullish,4,5
2024-11-29,000001,10.42,10.09056568145752,10.7,-0.03161557759524769,0.026871401151631336,bottom_3,0,5
2024-11-29,000858,135.87,132.55484008789062,135.54,-0.024399498874728587,-0.002428792227864962,bottom_3,1,5
2024-11-29,600519,1422.28,1406.90576171875,1417.55,-0.010809572152635227,-0.0033256461456253605,bottom_3,2,5
2024-11-29,000001,10.42,10.09056568145752,10.7,-0.03161557759524769,0.026871401151631336,equal_weight,0,5
2024-11-29,000858,135.87,132.55484008789062,135.54,-0.024399498874728587,-0.002428792227864962,equal_weight,1,5
2024-11-29,002594,89.93,91.3687515258789,91.74,0.015998571398631256,0.020126765261870183,equal_weight,4,5
2024-11-29,600036,32.32,32.65441131591797,33.68,0.010346884774689702,0.04207920792079212,equal_weight,3,5
2024-11-29,600519,1422.28,1406.90576171875,1417.55,-0.010809572152635227,-0.0033256461456253605,equal_weight,2,5
2024-12-06,000858,135.54,132.0969696044922,137.14,-0.0254023195773041,0.011804633318577507,contrarian,0,5
2024-12-06,600519,1417.55,1426.204833984375,1415.54,0.006105487626097972,-0.0014179394024902425,bullish,4,5
2024-12-06,000858,135.54,132.0969696044922,137.14,-0.0254023195773041,0.011804633318577507,bottom_3,0,5
2024-12-06,000001,10.7,10.5526123046875,10.6,-0.013774550963784993,-0.009345794392523366,bottom_3,1,5
2024-12-06,600036,33.68,33.3881950378418,33.28,-0.008664042819424123,-0.01187648456057,bottom_3,2,5
2024-12-06,000001,10.7,10.5526123046875,10.6,-0.013774550963784993,-0.009345794392523366,equal_weight,1,5
2024-12-06,000858,135.54,132.0969696044922,137.14,-0.0254023195773041,0.011804633318577507,equal_weight,0,5
2024-12-06,002594,91.74,91.1343002319336,90.49,-0.006602351951890184,-0.013625463265750981,equal_weight,3,5
2024-12-06,600036,33.68,33.3881950378418,33.28,-0.008664042819424123,-0.01187648456057,equal_weight,2,5
2024-12-06,600519,1417.55,1426.204833984375,1415.54,0.006105487626097972,-0.0014179394024902425,equal_weight,4,5
2024-12-13,600519,1415.54,1390.1446533203125,1442.42,-0.017940394958593564,0.018989219661754708,contrarian,0,5
2024-12-13,000858,137.14,137.3936309814453,132.31,0.001849431102853405,-0.03521948373924444,bullish,4,5
2024-12-13,600519,1415.54,1390.1446533203125,1442.42,-0.017940394958593564,0.018989219661754708,bottom_3,0,5
2024-12-13,002594,90.49,89.54067993164062,91.72,-0.010490883725929656,0.0135926621726159,bottom_3,1,5
2024-12-13,600036,33.28,33.163272857666016,33.89,-0.0035074261518625027,0.018329326923076872,bottom_3,2,5
2024-12-13,000001,10.6,10.59498405456543,10.66,-0.0004732023994877821,0.005660377358490676,equal_weight,3,5
2024-12-13,000858,137.14,137.3936309814453,132.31,0.001849431102853405,-0.03521948373924444,equal_weight,4,5
2024-12-13,002594,90.49,89.54067993164062,91.72,-0.010490883725929656,0.0135926621726159,equal_weight,1,5
2024-12-13,600036,33.28,33.163272857666016,33.89,-0.0035074261518625027,0.018329326923076872,equal_weight,2,5
2024-12-13,600519,1415.54,1390.1446533203125,1442.42,-0.017940394958593564,0.018989219661754708,equal_weight,0,5
2024-12-20,002594,91.72,90.99659729003906,93.74,-0.007887077081998872,0.022023549934583553,contrarian,0,5
2024-12-20,600519,1442.42,1489.71142578125,1449.39,0.03278616892531305,0.004832157069369458,bullish,4,5
2024-12-20,002594,91.72,90.99659729003906,93.74,-0.007887077081998872,0.022023549934583553,bottom_3,0,5
2024-12-20,000001,10.66,10.594341278076172,10.87,-0.006159354777094617,0.019699812382739212,bottom_3,1,5
2024-12-20,600036,33.89,33.7369499206543,35.32,-0.0045160837812247,0.04219533785777507,bottom_3,2,5
2024-12-20,000001,10.66,10.594341278076172,10.87,-0.006159354777094617,0.019699812382739212,equal_weight,1,5
2024-12-20,000858,132.31,133.01344299316406,131.62,0.005316627565294052,-0.005215025319325828,equal_weight,3,5
2024-12-20,002594,91.72,90.99659729003906,93.74,-0.007887077081998872,0.022023549934583553,equal_weight,0,5
2024-12-20,600036,33.89,33.7369499206543,35.32,-0.0045160837812247,0.04219533785777507,equal_weight,2,5
2024-12-20,600519,1442.42,1489.71142578125,1449.39,0.03278616892531305,0.004832157069369458,equal_weight,4,5
