date,session,N,A_no_filter,B_drop_1,C_drop_2,D_drop_3,E_keep_top,most_bearish,most_bearish_pred,most_bearish_real,most_bullish,most_bullish_pred,most_bullish_real
2026-06-19,MORNING_BUY,3,-0.010524268405789128,,,-0.06191531753050572,-0.14072252695290333,688041,-0.20398782853103126,0.09225782984364406,600362,-0.1490785253469029,-0.14072252695290333
2026-06-22,EVENING_BUY,4,0.030441862037446116,-0.00044227138176589076,,-0.050608597535789446,-0.050608597535789446,688630,-0.40950999999999993,0.12309426229508214,002463,-0.3235106312603263,-0.028913672036348537
2026-06-22,MORNING_BUY,4,-0.02966488187324387,-0.02032240660022259,,-0.04046296296296298,-0.04046296296296298,002436,-0.36622956009340546,-0.05769230769230771,600362,-0.18244303947748863,-0.176111111111111
2026-06-23,EVENING_BUY,4,-0.03234117771610642,-0.01259653976311137,,-0.012270627186173,-0.012270627186173,002585,-0.27348950843671305,-0.09157509157509158,603399,-0.13199366795472023,0.005652378709373629
2026-06-24,EVENING_BUY,3,0.04201347251167934,,,0.04073084412663497,0.011151079136690667,300475,-0.3839723633322447,0.04457872928176809,601958,-0.17359304085052274,0.011151079136690667
2026-06-24,MORNING_BUY,4,-0.012292356581417918,-0.041779367008155655,,-0.023725739126333356,-0.023725739126333356,001309,-0.40950999999999993,0.07616867469879529,603259,-0.06181397885238338,0.16473339569691303
2026-06-25,MORNING_BUY,4,-0.07663292286320664,-0.048316796986223376,,-0.032695374800637944,-0.032695374800637944,002428,-0.40950999999999993,-0.16158130049415642,603259,-0.08794753472974437,0.0982456140350878
2026-06-26,EVENING_BUY,5,-0.11054594930630723,-0.0895518633844764,-0.08440280620085494,-0.03670822118835515,-0.08440280620085494,000636,-0.35983671581164256,-0.19452229299363055,300014,0.03263689417333926,-0.016878315383378917
2026-06-26,MORNING_BUY,5,-0.10306244269198155,-0.09523903938501899,-0.10250762472725168,-0.10934917544472739,-0.10250762472725168,300819,-0.3910053724379051,-0.1343560559198318,603019,-0.0641540243056874,-0.0638383838383838
2026-06-28,MORNING_BUY,5,-0.11495415660885253,-0.12825570443173961,-0.12417258907396933,-0.09590715724761101,-0.12417258907396933,001309,-0.40950999999999993,-0.0617479653173042,605376,-0.25010692712032434,-0.13051416885772704
2026-06-29,EVENING_BUY,5,-0.06776679012487885,-0.04466942515609856,-0.044679287650358925,-0.03741028060015211,-0.044679287650358925,600497,-0.2770623415708542,-0.16015625,603259,-0.09938812901433469,0.050262311727872655
2026-06-30,EVENING_BUY,5,-0.1310183717874345,-0.09247666843799685,-0.10498946738234967,-0.07670256571021583,-0.10498946738234967,002491,-0.37213857030868525,-0.2851851851851851,603259,-0.1407552989564551,-0.025362606007767297
2026-06-30,MORNING_BUY,5,-0.13114262608480057,-0.12670177544402997,-0.12114816321761286,-0.08721854539334539,-0.12114816321761286,000021,-0.40950999999999993,-0.14890602864788294,688012,-0.3408099554137206,-0.08688941544749018
2026-07-01,EVENING_BUY,5,-0.09667579774909132,-0.07552602208676257,-0.069815440452253,-0.030845806743082516,-0.069815440452253,688048,-0.30078619365312187,-0.18127490039840632,603019,-0.08903696293828545,-0.04197169350902874
2026-07-02,EVENING_BUY,5,-0.008215470347247011,-0.02990884616494016,-0.03994213554242898,0.007802254962690269,-0.03994213554242898,600584,-0.3495860082900979,0.07855803292352559,688235,-0.01175955564634601,0.02847452279539353
2026-07-02,MORNING_BUY,5,-0.01635103433523415,-0.045288294176849236,-0.06891220886933602,-0.026046671215522565,-0.06891220886933602,002371,-0.26056263210023556,0.0993980050312262,600118,-0.041641988423850695,0.02223332500624542
2026-07-03,EVENING_BUY,5,0.01852510019559339,0.04618107670040539,0.06235884613532142,0.08160071181087936,0.06235884613532142,688525,-0.3342555136721945,-0.0920988058236546,603019,0.000989239741668202,0.15990504963314622
2026-07-03,MORNING_BUY,5,-0.03883386367593231,-0.027817616351953983,-0.03177552928559849,0.014760948495844695,-0.03177552928559849,300655,-0.11450479076626285,-0.08289885297184563,002342,-0.01005160199464683,-0.019486271036315173
2026-07-06,EVENING_BUY,5,-0.016151275898170493,-0.014654385679467336,-0.033420766771978104,-0.06009413596919483,-0.033420766771978104,000021,-0.3382916620479963,-0.022138836772983117,688235,-0.05761145856836647,-0.05920577617328515
2026-07-06,MORNING_BUY,5,-0.14590918926682941,-0.1412498105601846,-0.12280796659166167,-0.11755975709548211,-0.12280796659166167,688017,-0.3493323235220748,-0.16454670409340866,603728,0.005840081739286518,-0.1414746543778801
2026-07-07,EVENING_BUY,5,-0.09634796145056528,-0.09176794203451386,-0.12135582543085395,-0.09817426907933319,-0.12135582543085395,300671,-0.4050519219760237,-0.11466803911477097,600276,-0.016357501807240382,-0.009754335260115599
2026-07-07,MORNING_BUY,3,-0.10691634607587593,,,-0.1143481760621638,0.022191822465420286,002979,-0.198240740069611,-0.0920526861033002,688235,-0.017671908917697543,0.022191822465420286
2026-07-08,EVENING_BUY,3,-0.03436101977177989,,,-0.045503866196348886,0.02167712492869356,688017,-0.23735054658447707,-0.012075326922641905,603993,0.03169347106968412,0.02167712492869356
2026-07-08,MORNING_BUY,5,-0.018549270450118848,0.03553890213342986,0.04055789360762533,0.04062134021373143,0.04055789360762533,300821,-0.3830948481942089,-0.2349019607843137,601808,0.19743289767107042,-0.02609427609427617
2026-07-09,EVENING_BUY,4,-0.0044645701724336795,0.01811184770362421,,0.03292425486744932,0.03292425486744932,688017,-0.30886493465675213,-0.07219382380060735,601899,0.08525754747660064,0.05901520637219404
2026-07-09,MORNING_BUY,4,-0.05586664466328445,0.051434540835361586,,0.04800895411018524,0.04800895411018524,300821,-0.40950999999999993,-0.37777020115922255,601808,0.12140584499277973,0.06181818181818177
2026-07-10,EVENING_BUY,3,-0.1783440668039092,,,-0.10004577379636825,-0.06470280764635594,300821,-0.35151434086196853,-0.3349406528189911,688235,-0.03364842368140719,-0.06470280764635594
2026-07-13,EVENING_BUY,4,-0.012746264713205363,-0.00061883526856051,,0.035129718111652,0.035129718111652,000977,-0.1866160504426687,-0.04912855304713992,601899,0.05676483689692979,0.07273391812865504
2026-07-13,MORNING_BUY,3,-0.29723514211886304,,,-0.2916666666666667,-0.29761904761904767,600118,-0.12521132574731164,-0.30837209302325574,688270,0.008409767573170024,-0.29761904761904767
2026-07-14,EVENING_BUY,3,-0.04210926267179386,,,-0.012840956630483513,0.015164520743919718,688072,-0.36339206843430516,-0.10064587475441455,600988,-0.011613684832964544,0.015164520743919718
2026-07-14,MORNING_BUY,3,-0.011357595369438997,,,0.03327035541209922,0.04073425921129514,002490,-0.09043443795725792,-0.10061349693251542,600900,-0.044073323182002744,0.04073425921129514
2026-07-15,EVENING_BUY,4,0.056354004544936914,0.08737055678455356,,0.1543687186124132,0.1543687186124132,600276,-0.050748543117357325,-0.03669565217391302,000975,0.0701844216379286,0.16442605997931747
2026-07-15,MORNING_BUY,4,0.07782119815672955,0.08470725738704843,,0.06594977496946164,0.06594977496946164,002156,-0.23278446073923453,0.05716302046577293,601899,0.044153497320804425,0.11727966689798763
2026-07-16,MORNING_BUY,5,-0.04278625016480497,-0.0363092766249071,-0.042432129623641145,0.02556305567544237,-0.042432129623641145,002156,-0.21966271466373855,-0.06869414432439647,603556,-0.0122630621797295,-0.006473888649115356
2026-07-21,EVENING_BUY,4,0.02469421734075089,0.023751311194395663,,0.05000252833696639,0.05000252833696639,600428,-0.19162829604871878,0.02752293577981657,601899,0.03208718020487433,0.048990400529626
2026-07-21,MORNING_BUY,4,0.011206914379247562,0.02640870809421954,,0.0406272609242907,0.0406272609242907,600863,-0.006774022129766077,-0.03439846676566838,603619,0.117884055855348,0.051551551551551666
2026-07-22,EVENING_BUY,5,-0.027223699703402437,-0.036727466355871735,-0.045830237715730616,-0.06796895905806793,-0.045830237715730616,600428,-0.21655922137672845,0.010791366906474753,300164,-0.04733727080593797,-0.10891089108910879
2026-07-22,MORNING_BUY,3,-0.010033216109891349,,,-0.0020346515689623756,0.002567865003668235,600863,-0.07175987093654823,-0.026030345191749293,600547,0.03691435208285809,0.002567865003668235
2026-07-23,EVENING_BUY,5,-0.012823579154244258,-0.021957035981884004,-0.014597638581663297,-0.0005212325312639599,-0.014597638581663297,600428,-0.22128827567284082,0.023710248156314728,600547,0.08858000006143585,0.009846827133479286
2026-07-23,MORNING_BUY,4,-0.05664934305440347,-0.03608627140796117,,0.005551587490988108,0.005551587490988108,603619,-0.12332275546658633,-0.11833855799373039,603228,-0.045697545466945155,-0.008947368421052704
2026-07-24,EVENING_BUY,4,0.0035126847862103905,-0.02498375911919759,,0.0416475590705882,0.0416475590705882,600428,-0.18492577592087234,0.08900201650243433,600988,-0.05041741423163881,0.08413263907919988
2026-07-24,MORNING_BUY,5,0.00566457685722257,0.006820485124269332,0.01980031055298855,0.005890942019958989,0.01980031055298855,300191,-0.13467852011270753,0.00104094378903552,603993,0.06923510046566239,-0.003064351378958108
2026-07-27,EVENING_BUY,3,-0.03705522175201903,,,0.022307075628852202,0.0494752623688155,603893,-0.055608626899369296,-0.1557798165137615,000968,0.08488703417456311,0.0494752623688155
2026-07-28,EVENING_BUY,4,0.03732904335116649,0.02836301864731013,,0.021730466916386137,0.021730466916386137,600428,-0.21419121250923345,0.06422711746273557,002490,0.12117928410343448,0.009383378016085908
2026-07-28,MORNING_BUY,4,-0.017152102930603097,-0.026258480499095144,,-0.009513506912164738,-0.009513506912164738,601179,-0.06981592063281106,0.010167029774873049,002326,0.09143885371494509,0.01681127982646413
2026-07-29,EVENING_BUY,3,0.07330274797012463,,,0.06584677072998268,0.11545538178472858,600362,0.029336366241704326,0.08821470245040852,600489,0.05297462372134998,0.11545538178472858
2026-07-30,EVENING_BUY,5,0.09412411068184393,0.09443109463645794,0.09687406699713093,0.08975554494014093,0.09687406699713093,600428,-0.19218487209743929,0.09289617486338786,600547,0.09615367257065532,0.08197905381003978
2026-07-30,MORNING_BUY,5,0.018152526010842874,0.023481796754059925,0.025880902374195786,0.0286469349566425,0.025880902374195786,603399,-0.09983712762763874,-0.0031645569620253333,603556,0.04446465539660216,0.053012048192771166
2026-07-31,EVENING_BUY,3,0.042866482637542225,,,0.03969984250995895,0.08085106382978724,600026,-0.00735211782223677,0.049199762892708776,600547,0.06623000286995095,0.08085106382978724
2026-07-31,MORNING_BUY,4,0.03712813277247087,0.06376196707250455,,0.09092324342324343,0.09092324342324343,600900,-0.0675243982214746,-0.04277337012763016,603556,0.02754072067074187,0.041153846153846096
