date,n,ic,rank_ic,da,up_cap,dn_cap
2026-03-13,60,0.010651484440791285,0.0828007779938872,0.7169811320754716,0.3333333333333333,0.7592592592592593
2026-03-20,60,-0.08010398725738088,-0.09108085579327593,0.7115384615384616,0.1111111111111111,0.7647058823529411
2026-03-27,60,-0.0395896458123661,-0.10830786329535985,0.5217391304347826,0.25,0.5833333333333334
2026-04-03,60,-0.22339739808728615,-0.0685190330647402,0.3333333333333333,0.8333333333333334,0.16666666666666666
2026-04-10,60,0.15811645906976574,0.10586273964990277,0.42105263157894735,0.9,0.32
2026-04-17,60,-0.4060448045743141,-0.1833842734092804,0.44680851063829785,0.42857142857142855,0.4528301886792453
2026-04-24,60,0.20095821455381274,0.15698805223673248,0.5555555555555556,0.7272727272727273,0.4897959183673469
2026-05-01,60,-0.20746842263551732,-0.20338983050847464,0.3157894736842105,0.6,0.2222222222222222
2026-05-08,60,-0.09234232461968066,-0.09363712142261742,0.6153846153846154,0.5,0.6304347826086957
2026-05-15,60,0.06491047955429613,0.05357043623228676,0.6181818181818182,0.08333333333333333,0.75
2026-05-22,60,-0.3942722592295938,-0.33364823562100593,0.37735849056603776,0.2,0.4444444444444444
2026-05-29,60,-0.35978817825332066,-0.2707418727424285,0.5576923076923077,0.0,0.6666666666666666
2026-06-05,60,0.23611289399669344,0.29630452903584337,0.6379310344827587,0.2608695652173913,0.8918918918918919
2026-06-12,60,-0.34604864086000636,-0.3318699638788553,0.4117647058823529,0.7727272727272727,0.15789473684210525
2026-06-19,60,0.0807036527877229,0.07513198110586275,0.6607142857142857,0.4666666666666667,0.7555555555555555
2026-06-26,60,0.46050759172645916,0.47718810780772447,0.6551724137931034,0.5625,0.6818181818181818
2026-07-03,60,-0.016717872153073795,-0.11303139761044738,0.3888888888888889,0.28,0.42857142857142855
2026-07-10,60,0.25734444136047907,0.28207835509863854,0.6666666666666666,0.35,0.75
2026-07-17,60,0.2633025123700824,0.22033898305084748,0.5535714285714286,0.625,0.5
2026-07-24,60,0.32012774604898137,0.2676298971936649,0.5769230769230769,0.36363636363636365,0.7631578947368421
2026-07-31,60,0.23412765409559258,0.09969435954431788,0.5192307692307693,0.75,0.28125
