anchor,last_close,real_close,kronos_pred_close,naive_pred_close,mr_pred_close,mom_pred_close,kronos_ret,real_ret,naive_ret,mr_ret,mom_ret,kronos_resid,regime
2025-07-04,21.44479508,21.27931096,21.512887954711914,21.44479508,21.698676091166664,21.52607731080818,0.003175263482718904,-0.00771674988651827,0.0,0.011838817308328586,0.00379030111992007,-0.010892013369237175,range
2025-07-18,21.21117044,21.62974792,21.181591033935547,21.21117044,21.521925943999996,20.64432587657943,-0.00139452021981179,0.0197338228545203,0.0,0.014650559000458196,-0.026723870095900715,0.02112834307433209,range
2025-08-08,21.49346688,21.21117044,21.20979118347168,21.49346688,21.493362334333327,21.709778074583713,-0.013198228936825651,-0.013134057971014523,0.0,-4.864067172483111e-06,0.010064043915827936,6.41709658111278e-05,range
2025-08-22,21.27931096,21.172233,21.186092376708984,21.27931096,21.453176694499994,20.934551646516653,-0.004380714369287775,-0.005032021957914079,0.0,0.008170646823424832,-0.016201620162016206,-0.0006513075886263042,range
2025-09-05,20.86073348,21.64921664,20.9765682220459,20.86073348,21.4558990515,20.246626742590582,0.0055527645831319195,0.037797480167988784,0.0,0.028530424017477962,-0.02943840579710133,0.032244715584856865,range
2025-09-19,21.7076228,22.23327824,21.3370361328125,21.7076228,21.467833065333334,22.144555738334855,-0.017071729622439302,0.024215246636771326,0.0,-0.011046337817638197,0.020128087831655872,0.04128697625921063,range
2025-10-10,23.05739995,22.54784415,21.800975799560547,23.05739995,21.568827716833333,25.64092325310101,-0.05449114614674733,-0.02209944751381221,0.0,-0.06455941417482625,0.1120474688691433,0.03239169863293512,bull
2025-10-24,22.6556348,23.74334045,22.36179542541504,22.6556348,21.76859515033333,23.65565615337688,-0.012969814228509846,0.048010380622837356,0.0,-0.039153158033191415,0.04414007209265569,0.0609801948513472,range
2025-11-07,24.64486225,23.321977,21.862123489379883,24.64486225,22.19150460683333,26.34161859700382,-0.11291354491624783,-0.05367793240556651,0.0,-0.09954844211663905,0.06884827879303002,0.059235612510681324,bull
2025-11-28,21.7149164,22.2440705,21.588857650756836,21.7149164,22.532972195833334,19.859783220140322,-0.005805168526606175,0.02436823104693131,0.0,0.03767252798787357,-0.0854312835328106,0.030173399573537485,range
2025-12-12,22.7536263,22.3812586,21.98252296447754,22.7536263,22.680661045166666,22.19912616327731,-0.03388925023887124,-0.01636520241171413,0.0,-0.00320675279936955,-0.0243697478991598,0.017524047827157108,bull
2025-12-26,22.31266455,22.9888059,21.809764862060547,22.31266455,22.803748378,22.926866958641696,-0.02253875536973704,0.030303030303030276,0.0,0.022009196924891672,0.027527075812274315,0.052841785672767316,range
2026-01-16,23.909926,24.9094393,22.054180145263672,23.909926,22.8516178,25.29931458803122,-0.07761403589188554,0.041803278688524514,0.0,-0.04426229508196722,0.05810928013876837,0.11941731458041005,bull
2026-01-30,24.693858,24.70365715,22.680335998535156,24.693858,23.10917212583333,27.68172693950178,-0.08153938527810611,0.00039682539682561746,0.0,-0.06417328042328052,0.12099644128113884,0.08193621067493173,range
2026-02-13,25.60517895,27.76099195,22.949615478515625,25.60517895,23.347128151666666,27.420628113258196,-0.10371196689036899,0.0841944125526215,0.0,-0.08818726878428373,0.0709016393442623,0.1879063794429905,bull
2026-03-06,29.40724915,28.62331715,23.823583602905273,29.40724915,24.201287393333335,35.13182909998009,-0.18987377971375896,-0.026657780739753445,0.0,-0.1770298789292457,0.19466560509554132,0.16321599897400552,bull
2026-03-27,26.58509395,25.47779,23.6519718170166,26.58509395,25.615794695833337,26.41954574591575,-0.11032957560728873,-0.04165130851455956,0.0,-0.036460253102346574,-0.006227106227106205,0.06867826709272917,bull
2026-04-10,25.8305594,26.27152115,24.162799835205078,25.8305594,26.087950406666668,22.531222560688285,-0.06456536767047016,0.01707132018209423,0.0,0.009964592817400142,-0.1277299801455989,0.0816366878525644,bull
2026-04-24,26.0069441,25.6933713,23.299659729003906,26.0069441,26.44594602,25.573334435494623,-0.10409851924879143,-0.012057272042200418,0.0,0.01688018085908083,-0.0166728417932569,0.09204124720659101,range
2026-05-15,25.9481492,25.31120445,24.23997688293457,25.9481492,26.6688766825,26.255521238670234,-0.06583021794346045,-0.024546827794561854,0.0,0.02777567975830819,0.011845624761176898,0.04128339014889859,range
2026-05-29,24.3998835,22.97900675,23.952571868896484,24.3998835,26.54067113666667,23.304836944764098,-0.01833253142800939,-0.05823293172690769,0.0,0.08773761713520756,-0.04487917146144993,-0.0399004002988983,bear
2026-06-12,22.7732246,23.46896425,22.094539642333984,22.7732246,25.545404135000005,19.986772647432023,-0.029801882236124566,0.030550774526678204,0.0,0.12172977624784886,-0.12235649546827798,0.06035265676280277,bear
2026-06-26,22.2832671,22.89,22.310029983520508,22.2832671,24.92136159916667,20.188107324860557,0.001201030504207612,0.027228184147198187,0.0,0.11838903547346824,-0.09402390438247021,0.026027153642990575,bear
2026-07-17,22.19,23.58,21.934852600097656,22.19,24.069058613333333,21.790484960686918,-0.01149830553863651,0.06264082920234326,0.0,0.0846804242151118,-0.018004282979408925,0.07413913474097977,bear
2026-07-31,24.35,24.12,23.772470474243164,24.35,23.725127476666664,25.90312363477501,-0.023717845000280846,-0.00944558521560579,0.0,-0.025662115947980957,0.06378331148973349,0.014272259784675057,range
