,equity
2023-01-02,1.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,0.9750845564262806
2023-01-09,0.9750845564262806
2023-01-10,0.9750845564262806
2023-01-11,0.9750845564262806
2023-01-12,0.9750845564262806
2023-01-13,1.0261074355571291
2023-01-16,1.0261074355571291
2023-01-17,1.0261074355571291
2023-01-18,1.0261074355571291
2023-01-19,1.0261074355571291
2023-01-20,1.033151126395427
2023-01-23,1.033151126395427
2023-01-24,1.033151126395427
2023-01-25,1.033151126395427
2023-01-26,1.033151126395427
2023-01-27,1.0381602209130927
2023-01-30,1.0381602209130927
2023-01-31,1.0381602209130927
2023-02-01,1.0381602209130927
2023-02-02,1.0381602209130927
2023-02-03,1.1780009910773508
2023-02-06,1.1780009910773508
2023-02-07,1.1780009910773508
2023-02-08,1.1780009910773508
2023-02-09,1.1780009910773508
2023-02-10,1.1271971110818362
2023-02-13,1.1271971110818362
2023-02-14,1.1271971110818362
2023-02-15,1.1271971110818362
2023-02-16,1.1271971110818362
2023-02-17,1.158113583727632
2023-02-20,1.158113583727632
2023-02-21,1.158113583727632
2023-02-22,1.158113583727632
2023-02-23,1.158113583727632
2023-02-24,1.1804748694520286
2023-02-27,1.1804748694520286
2023-02-28,1.1804748694520286
2023-03-01,1.1804748694520286
2023-03-02,1.1804748694520286
2023-03-03,1.1470767797279895
2023-03-06,1.1470767797279895
2023-03-07,1.1470767797279895
2023-03-08,1.1470767797279895
2023-03-09,1.1470767797279895
2023-03-10,1.1569719541363745
2023-03-13,1.1569719541363745
2023-03-14,1.1569719541363745
2023-03-15,1.1569719541363745
2023-03-16,1.1569719541363745
2023-03-17,1.4798223243134174
2023-03-20,1.4798223243134174
2023-03-21,1.4798223243134174
2023-03-22,1.4798223243134174
2023-03-23,1.4798223243134174
2023-03-24,1.660066497945888
2023-03-27,1.660066497945888
2023-03-28,1.660066497945888
2023-03-29,1.660066497945888
2023-03-30,1.660066497945888
2023-03-31,2.0681251585829186
2023-04-03,2.0681251585829186
2023-04-04,2.0681251585829186
2023-04-05,2.0681251585829186
2023-04-06,2.0681251585829186
2023-04-07,1.9527347451733166
2023-04-10,1.9527347451733166
2023-04-11,1.9527347451733166
2023-04-12,1.9527347451733166
2023-04-13,1.9527347451733166
2023-04-14,2.2239508018295124
2023-04-17,2.2239508018295124
2023-04-18,2.2239508018295124
2023-04-19,2.2239508018295124
2023-04-20,2.2239508018295124
2023-04-21,2.2210424210693764
2023-04-24,2.2210424210693764
2023-04-25,2.2210424210693764
2023-04-26,2.2210424210693764
2023-04-27,2.2210424210693764
2023-04-28,1.9496953869654388
2023-05-01,1.9496953869654388
2023-05-02,1.9496953869654388
2023-05-03,1.9496953869654388
2023-05-04,1.9496953869654388
2023-05-05,1.9567622276896015
2023-05-08,1.9567622276896015
2023-05-09,1.9567622276896015
2023-05-10,1.9567622276896015
2023-05-11,1.9567622276896015
2023-05-12,2.252624387485511
2023-05-15,2.252624387485511
2023-05-16,2.252624387485511
2023-05-17,2.252624387485511
2023-05-18,2.252624387485511
2023-05-19,2.5397485735528775
2023-05-22,2.5397485735528775
2023-05-23,2.5397485735528775
2023-05-24,2.5397485735528775
2023-05-25,2.5397485735528775
2023-05-26,2.851623797738281
2023-05-29,2.851623797738281
2023-05-30,2.851623797738281
2023-05-31,2.851623797738281
2023-06-01,2.851623797738281
2023-06-02,2.906468295428734
2023-06-05,2.906468295428734
2023-06-06,2.906468295428734
2023-06-07,2.906468295428734
2023-06-08,2.906468295428734
2023-06-09,3.5160724247131623
2023-06-12,3.5160724247131623
2023-06-13,3.5160724247131623
2023-06-14,3.5160724247131623
2023-06-15,3.5160724247131623
2023-06-16,3.462619132649475
2023-06-19,3.462619132649475
2023-06-20,3.462619132649475
2023-06-21,3.462619132649475
2023-06-22,3.462619132649475
2023-06-23,3.0443496110638595
2023-06-26,3.0443496110638595
2023-06-27,3.0443496110638595
2023-06-28,3.0443496110638595
2023-06-29,3.0443496110638595
2023-06-30,3.1428789259593786
2023-07-03,3.1428789259593786
2023-07-04,3.1428789259593786
2023-07-05,3.1428789259593786
2023-07-06,3.1428789259593786
2023-07-07,3.0717049766646696
2023-07-10,3.0717049766646696
2023-07-11,3.0717049766646696
2023-07-12,3.0717049766646696
2023-07-13,3.0717049766646696
2023-07-14,2.6532722208809805
2023-07-17,2.6532722208809805
2023-07-18,2.6532722208809805
2023-07-19,2.6532722208809805
2023-07-20,2.6532722208809805
2023-07-21,2.5719802033722785
2023-07-24,2.5719802033722785
2023-07-25,2.5719802033722785
2023-07-26,2.5719802033722785
2023-07-27,2.5719802033722785
2023-07-28,2.6323667413797716
2023-07-31,2.6323667413797716
2023-08-01,2.6323667413797716
2023-08-02,2.6323667413797716
2023-08-03,2.6323667413797716
2023-08-04,2.349734491157614
2023-08-07,2.349734491157614
2023-08-08,2.349734491157614
2023-08-09,2.349734491157614
2023-08-10,2.349734491157614
2023-08-11,2.1986900297812593
2023-08-14,2.1986900297812593
2023-08-15,2.1986900297812593
2023-08-16,2.1986900297812593
2023-08-17,2.1986900297812593
2023-08-18,2.0985728885525257
2023-08-21,2.0985728885525257
2023-08-22,2.0985728885525257
2023-08-23,2.0985728885525257
2023-08-24,2.0985728885525257
2023-08-25,2.216260346189332
2023-08-28,2.216260346189332
2023-08-29,2.216260346189332
2023-08-30,2.216260346189332
2023-08-31,2.216260346189332
2023-09-01,2.1053068396256127
2023-09-04,2.1053068396256127
2023-09-05,2.1053068396256127
2023-09-06,2.1053068396256127
2023-09-07,2.1053068396256127
2023-09-08,2.1530501599912553
2023-09-11,2.1530501599912553
2023-09-12,2.1530501599912553
2023-09-13,2.1530501599912553
2023-09-14,2.1530501599912553
2023-09-15,2.3289603179788423
2023-09-18,2.3289603179788423
2023-09-19,2.3289603179788423
2023-09-20,2.3289603179788423
2023-09-21,2.3289603179788423
2023-09-22,2.331588938274035
2023-09-25,2.331588938274035
2023-09-26,2.331588938274035
2023-09-27,2.331588938274035
2023-09-28,2.331588938274035
2023-09-29,2.284900213431944
2023-10-02,2.284900213431944
2023-10-03,2.284900213431944
2023-10-04,2.284900213431944
2023-10-05,2.284900213431944
2023-10-06,2.2608523338724034
2023-10-09,2.2608523338724034
2023-10-10,2.2608523338724034
2023-10-11,2.2608523338724034
2023-10-12,2.2608523338724034
2023-10-13,2.090140511901635
2023-10-16,2.090140511901635
2023-10-17,2.090140511901635
2023-10-18,2.090140511901635
2023-10-19,2.090140511901635
2023-10-20,2.0768710123610457
2023-10-23,2.0768710123610457
2023-10-24,2.0768710123610457
2023-10-25,2.0768710123610457
2023-10-26,2.0768710123610457
2023-10-27,2.095109757126601
2023-10-30,2.095109757126601
2023-10-31,2.095109757126601
2023-11-01,2.095109757126601
2023-11-02,2.095109757126601
2023-11-03,2.2879545738979545
2023-11-06,2.2879545738979545
2023-11-07,2.2879545738979545
2023-11-08,2.2879545738979545
2023-11-09,2.2879545738979545
2023-11-10,2.275675916189353
2023-11-13,2.275675916189353
2023-11-14,2.275675916189353
2023-11-15,2.275675916189353
2023-11-16,2.275675916189353
2023-11-17,2.066573246046025
2023-11-20,2.066573246046025
2023-11-21,2.066573246046025
2023-11-22,2.066573246046025
2023-11-23,2.066573246046025
2023-11-24,2.34651090688848
2023-11-27,2.34651090688848
2023-11-28,2.34651090688848
2023-11-29,2.34651090688848
2023-11-30,2.34651090688848
2023-12-01,2.5644705754273973
2023-12-04,2.5644705754273973
2023-12-05,2.5644705754273973
2023-12-06,2.5644705754273973
2023-12-07,2.5644705754273973
2023-12-08,2.494518630679825
2023-12-11,2.494518630679825
2023-12-12,2.494518630679825
2023-12-13,2.494518630679825
2023-12-14,2.494518630679825
2023-12-15,2.398006252114984
2023-12-18,2.398006252114984
2023-12-19,2.398006252114984
2023-12-20,2.398006252114984
2023-12-21,2.398006252114984
2023-12-22,2.44625305785134
2023-12-25,2.44625305785134
2023-12-26,2.44625305785134
2023-12-27,2.44625305785134
2023-12-28,2.44625305785134
2023-12-29,2.2262537516131915
2024-01-01,2.2262537516131915
2024-01-02,2.2262537516131915
2024-01-03,2.2262537516131915
2024-01-04,2.2262537516131915
2024-01-05,2.2383320644723548
2024-01-08,2.2383320644723548
2024-01-09,2.2383320644723548
2024-01-10,2.2383320644723548
2024-01-11,2.2383320644723548
2024-01-12,2.3979436644611827
2024-01-15,2.3979436644611827
2024-01-16,2.3979436644611827
2024-01-17,2.3979436644611827
2024-01-18,2.3979436644611827
2024-01-19,2.3945588380067906
2024-01-22,2.3945588380067906
