,equity
2023-01-02,1.0
2023-01-03,1.0
2023-01-04,1.0
2023-01-05,1.0
2023-01-06,0.9631132764920828
2023-01-09,0.9631132764920828
2023-01-10,0.9631132764920828
2023-01-11,0.9631132764920828
2023-01-12,0.9631132764920828
2023-01-13,1.0016817996753251
2023-01-16,1.0016817996753251
2023-01-17,1.0016817996753251
2023-01-18,1.0016817996753251
2023-01-19,1.0016817996753251
2023-01-20,1.0212329699290068
2023-01-23,1.0212329699290068
2023-01-24,1.0212329699290068
2023-01-25,1.0212329699290068
2023-01-26,1.0212329699290068
2023-01-27,1.0269723090442786
2023-01-30,1.0269723090442786
2023-01-31,1.0269723090442786
2023-02-01,1.0269723090442786
2023-02-02,1.0269723090442786
2023-02-03,1.1331760841826295
2023-02-06,1.1331760841826295
2023-02-07,1.1331760841826295
2023-02-08,1.1331760841826295
2023-02-09,1.1331760841826295
2023-02-10,1.0978442349937558
2023-02-13,1.0978442349937558
2023-02-14,1.0978442349937558
2023-02-15,1.0978442349937558
2023-02-16,1.0978442349937558
2023-02-17,1.1240547879490772
2023-02-20,1.1240547879490772
2023-02-21,1.1240547879490772
2023-02-22,1.1240547879490772
2023-02-23,1.1240547879490772
2023-02-24,1.1596777964105047
2023-02-27,1.1596777964105047
2023-02-28,1.1596777964105047
2023-03-01,1.1596777964105047
2023-03-02,1.1596777964105047
2023-03-03,1.1038726258811407
2023-03-06,1.1038726258811407
2023-03-07,1.1038726258811407
2023-03-08,1.1038726258811407
2023-03-09,1.1038726258811407
2023-03-10,1.1180697736868959
2023-03-13,1.1180697736868959
2023-03-14,1.1180697736868959
2023-03-15,1.1180697736868959
2023-03-16,1.1180697736868959
2023-03-17,1.6828083993122611
2023-03-20,1.6828083993122611
2023-03-21,1.6828083993122611
2023-03-22,1.6828083993122611
2023-03-23,1.6828083993122611
2023-03-24,1.890979176502161
2023-03-27,1.890979176502161
2023-03-28,1.890979176502161
2023-03-29,1.890979176502161
2023-03-30,1.890979176502161
2023-03-31,2.2558322113653384
2023-04-03,2.2558322113653384
2023-04-04,2.2558322113653384
2023-04-05,2.2558322113653384
2023-04-06,2.2558322113653384
2023-04-07,1.934334346575197
2023-04-10,1.934334346575197
2023-04-11,1.934334346575197
2023-04-12,1.934334346575197
2023-04-13,1.934334346575197
2023-04-14,2.006972486991003
2023-04-17,2.006972486991003
2023-04-18,2.006972486991003
2023-04-19,2.006972486991003
2023-04-20,2.006972486991003
2023-04-21,1.8210478283810887
2023-04-24,1.8210478283810887
2023-04-25,1.8210478283810887
2023-04-26,1.8210478283810887
2023-04-27,1.8210478283810887
2023-04-28,1.5603666417268738
2023-05-01,1.5603666417268738
2023-05-02,1.5603666417268738
2023-05-03,1.5603666417268738
2023-05-04,1.5603666417268738
2023-05-05,1.5031679280261383
2023-05-08,1.5031679280261383
2023-05-09,1.5031679280261383
2023-05-10,1.5031679280261383
2023-05-11,1.5031679280261383
2023-05-12,1.8484164416578708
2023-05-15,1.8484164416578708
2023-05-16,1.8484164416578708
2023-05-17,1.8484164416578708
2023-05-18,1.8484164416578708
2023-05-19,1.7995297290982777
2023-05-22,1.7995297290982777
2023-05-23,1.7995297290982777
2023-05-24,1.7995297290982777
2023-05-25,1.7995297290982777
2023-05-26,1.8983094406726222
2023-05-29,1.8983094406726222
2023-05-30,1.8983094406726222
2023-05-31,1.8983094406726222
2023-06-01,1.8983094406726222
2023-06-02,2.04563383632845
2023-06-05,2.04563383632845
2023-06-06,2.04563383632845
2023-06-07,2.04563383632845
2023-06-08,2.04563383632845
2023-06-09,2.7441893798535557
2023-06-12,2.7441893798535557
2023-06-13,2.7441893798535557
2023-06-14,2.7441893798535557
2023-06-15,2.7441893798535557
2023-06-16,2.943885280769175
2023-06-19,2.943885280769175
2023-06-20,2.943885280769175
2023-06-21,2.943885280769175
2023-06-22,2.943885280769175
2023-06-23,2.4635764978272126
2023-06-26,2.4635764978272126
2023-06-27,2.4635764978272126
2023-06-28,2.4635764978272126
2023-06-29,2.4635764978272126
2023-06-30,2.4460365683092813
2023-07-03,2.4460365683092813
2023-07-04,2.4460365683092813
2023-07-05,2.4460365683092813
2023-07-06,2.4460365683092813
2023-07-07,2.576035449274618
2023-07-10,2.576035449274618
2023-07-11,2.576035449274618
2023-07-12,2.576035449274618
2023-07-13,2.576035449274618
2023-07-14,2.1487978397559373
2023-07-17,2.1487978397559373
2023-07-18,2.1487978397559373
2023-07-19,2.1487978397559373
2023-07-20,2.1487978397559373
2023-07-21,2.1745758799740327
2023-07-24,2.1745758799740327
2023-07-25,2.1745758799740327
2023-07-26,2.1745758799740327
2023-07-27,2.1745758799740327
2023-07-28,2.2071017637522226
2023-07-31,2.2071017637522226
2023-08-01,2.2071017637522226
2023-08-02,2.2071017637522226
2023-08-03,2.2071017637522226
2023-08-04,1.9380329994786678
2023-08-07,1.9380329994786678
2023-08-08,1.9380329994786678
2023-08-09,1.9380329994786678
2023-08-10,1.9380329994786678
2023-08-11,1.8274847246161279
2023-08-14,1.8274847246161279
2023-08-15,1.8274847246161279
2023-08-16,1.8274847246161279
2023-08-17,1.8274847246161279
2023-08-18,1.6957502938289055
2023-08-21,1.6957502938289055
2023-08-22,1.6957502938289055
2023-08-23,1.6957502938289055
2023-08-24,1.6957502938289055
2023-08-25,1.706389384713476
2023-08-28,1.706389384713476
2023-08-29,1.706389384713476
2023-08-30,1.706389384713476
2023-08-31,1.706389384713476
2023-09-01,1.5945786577183314
2023-09-04,1.5945786577183314
2023-09-05,1.5945786577183314
2023-09-06,1.5945786577183314
2023-09-07,1.5945786577183314
2023-09-08,1.5444025826221277
2023-09-11,1.5444025826221277
2023-09-12,1.5444025826221277
2023-09-13,1.5444025826221277
2023-09-14,1.5444025826221277
2023-09-15,1.7322925850248614
2023-09-18,1.7322925850248614
2023-09-19,1.7322925850248614
2023-09-20,1.7322925850248614
2023-09-21,1.7322925850248614
2023-09-22,1.754568166344493
2023-09-25,1.754568166344493
2023-09-26,1.754568166344493
2023-09-27,1.754568166344493
2023-09-28,1.754568166344493
2023-09-29,1.6757307822069831
2023-10-02,1.6757307822069831
2023-10-03,1.6757307822069831
2023-10-04,1.6757307822069831
2023-10-05,1.6757307822069831
2023-10-06,1.6631890758648906
2023-10-09,1.6631890758648906
2023-10-10,1.6631890758648906
2023-10-11,1.6631890758648906
2023-10-12,1.6631890758648906
2023-10-13,1.5216875422860712
2023-10-16,1.5216875422860712
2023-10-17,1.5216875422860712
2023-10-18,1.5216875422860712
2023-10-19,1.5216875422860712
2023-10-20,1.440220076192051
2023-10-23,1.440220076192051
2023-10-24,1.440220076192051
2023-10-25,1.440220076192051
2023-10-26,1.440220076192051
2023-10-27,1.4630450000849067
2023-10-30,1.4630450000849067
2023-10-31,1.4630450000849067
2023-11-01,1.4630450000849067
2023-11-02,1.4630450000849067
2023-11-03,1.4672423564331756
2023-11-06,1.4672423564331756
2023-11-07,1.4672423564331756
2023-11-08,1.4672423564331756
2023-11-09,1.4672423564331756
2023-11-10,1.459705118267894
2023-11-13,1.459705118267894
2023-11-14,1.459705118267894
2023-11-15,1.459705118267894
2023-11-16,1.459705118267894
2023-11-17,1.2991726689150258
2023-11-20,1.2991726689150258
2023-11-21,1.2991726689150258
2023-11-22,1.2991726689150258
2023-11-23,1.2991726689150258
2023-11-24,1.5155403093721609
2023-11-27,1.5155403093721609
2023-11-28,1.5155403093721609
2023-11-29,1.5155403093721609
2023-11-30,1.5155403093721609
2023-12-01,1.6423882655730897
2023-12-04,1.6423882655730897
2023-12-05,1.6423882655730897
2023-12-06,1.6423882655730897
2023-12-07,1.6423882655730897
2023-12-08,1.5388511396356332
2023-12-11,1.5388511396356332
2023-12-12,1.5388511396356332
2023-12-13,1.5388511396356332
2023-12-14,1.5388511396356332
2023-12-15,1.4715230258608059
2023-12-18,1.4715230258608059
2023-12-19,1.4715230258608059
2023-12-20,1.4715230258608059
2023-12-21,1.4715230258608059
2023-12-22,1.4797948830338128
2023-12-25,1.4797948830338128
2023-12-26,1.4797948830338128
2023-12-27,1.4797948830338128
2023-12-28,1.4797948830338128
2023-12-29,1.305070831537498
2024-01-01,1.305070831537498
2024-01-02,1.305070831537498
2024-01-03,1.305070831537498
2024-01-04,1.305070831537498
2024-01-05,1.3449177423939378
2024-01-08,1.3449177423939378
2024-01-09,1.3449177423939378
2024-01-10,1.3449177423939378
2024-01-11,1.3449177423939378
2024-01-12,1.5473143252255517
2024-01-15,1.5473143252255517
2024-01-16,1.5473143252255517
2024-01-17,1.5473143252255517
2024-01-18,1.5473143252255517
